id,title,category,start,end,rank,local_rank,phq_attendance,location,labels,entities,duration,updated
3Ad6pUgSsDZ9YyCuGu,Deer Tick,concerts,2025-09-08T00:00:00Z,2025-09-08T00:00:00Z,32,64,120.0,[-70.7040084  42.0919348],,"[{'category': None, 'description': None, 'entity_id': 'NdGqawHj2XKs2GsY7wyfj2', 'formatted_address': None, 'labels': None, 'name': 'Deer Tick', 'recurring': None, 'timezone': None, 'type': 'organization'}
 {'category': None, 'description': None, 'entity_id': 'DKxDMxpZQjRsh5Rcnbk5Uh', 'formatted_address': '1871 Ocean St, Marshfield, MA 02050, USA', 'labels': None, 'name': 'Levitate Backyard', 'recurring': None, 'timezone': None, 'type': 'venue'}]",0,2025-11-18T20:12:23Z
3NKX7YnztkZp6zvndF,Watchtower,concerts,2025-09-08T00:00:00Z,2025-09-08T00:00:00Z,39,62,287.0,[-97.3951022  27.7977195],,"[{'category': None, 'description': None, 'entity_id': 'BWjtxGGf9XFJGdL3Ck7BP7', 'formatted_address': None, 'labels': None, 'name': 'Watchtower', 'recurring': None, 'timezone': None, 'type': 'organization'}
 {'category': None, 'description': None, 'entity_id': 'PsTZg9C8KAGudAWVYPuEB5', 'formatted_address': '511 Starr St, Corpus Christi, TX 78401, USA', 'labels': None, 'name': 'House of Rock', 'recurring': None, 'timezone': None, 'type': 'venue'}]",0,2025-09-22T00:14:57Z
3NjBcgX3Hewhk4SgRe,Max Stalling and Heather Stalling,concerts,2025-09-08T00:00:00Z,2025-09-08T00:00:00Z,36,59,207.0,[-90.0249  35.0611],,"[{'category': None, 'description': None, 'entity_id': 'EWFbwCfNttFehwghTkM88w', 'formatted_address': None, 'labels': None, 'name': 'Heather Stalling', 'recurring': None, 'timezone': None, 'type': 'organization'}
 {'category': None, 'description': None, 'entity_id': '4tma7CF66yshspsqTnGfuK', 'formatted_address': None, 'labels': None, 'name': 'Max Stalling', 'recurring': None, 'timezone': None, 'type': 'person'}
 {'category': None, 'description': None, 'entity_id': 'fgyTTW2Urczp4BEyABvEw6', 'formatted_address': '3210 Old Hernando Rd, Memphis, TN 38116, USA', 'labels': None, 'name': 'Hernandos Hideaway', 'recurring': None, 'timezone': None, 'type': 'venue'}]",0,2025-09-22T00:09:59Z
3UDqEwrBU5ZZ6MPmhD,Sunday Contra at the Monday Club- September,concerts,2025-09-08T00:00:00Z,2025-09-08T02:30:00Z,39,65,289.0,[-90.355103  38.591047],,"[{'category': None, 'description': None, 'entity_id': '38ddfVGqFX4GH2X7ScWtEL7', 'formatted_address': '37 S Maple Ave, Webster Groves, MO 63119, USA', 'labels': None, 'name': 'The Monday Club', 'recurring': None, 'timezone': None, 'type': 'venue'}]",9000,2025-09-22T00:09:59Z
3dYkukhpwpErsSgxE5,Lulada Club,concerts,2025-09-08T00:00:00Z,2025-09-08T00:00:00Z,40,43,302.0,[-73.9573947  40.7218813],,"[{'category': None, 'description': None, 'entity_id': 'tTYKja7c7HKygn7TYCg3Cx', 'formatted_address': None, 'labels': None, 'name': 'Lulada Club', 'recurring': None, 'timezone': None, 'type': 'organization'}
 {'category': None, 'description': None, 'entity_id': 'ZPiEgELhzMpKE5Sukm6vDu', 'formatted_address': '61 Wythe Ave, Brooklyn, NY 11249, USA', 'labels': None, 'name': 'Brooklyn Bowl', 'recurring': None, 'timezone': None, 'type': 'venue'}]",0,2025-12-05T21:57:38Z
3krY98LZCsiReR3wre,Namaste India 2025 Informational Session,concerts,2025-09-08T00:00:00Z,2025-09-08T01:00:00Z,32,59,130.0,[-88.2755892  42.6760889],,[],3600,2025-09-22T00:13:59Z
3omo4CBFQNLzJyuZYy,Mountain Melodies Concert featuring Pick N Holler,concerts,2025-09-08T00:00:00Z,2025-09-08T02:00:00Z,39,67,284.0,[-111.73193   35.15985],,[],7200,2025-09-22T00:08:53Z
3yVwcG6sk3ELKJMaqs,Live Band Sunday Takeover,concerts,2025-09-08T00:00:00Z,2025-09-08T02:00:00Z,37,65,219.0,[-82.0131552  33.4465581],,[],7200,2025-09-22T00:10:34Z
47twtTcDxiZTUJ5p2d,Three Dog Night with Little River Band (Rescheduled from 7/19/2025),concerts,2025-09-08T00:00:00Z,2025-09-08T00:00:00Z,52,84,1286.0,[-88.6559  30.3937],,"[{'category': None, 'description': None, 'entity_id': 'ADmuUzQsAmyc7pWXcLQ69S', 'formatted_address': None, 'labels': None, 'name': 'Little River Band', 'recurring': None, 'timezone': None, 'type': 'organization'}
 {'category': None, 'description': None, 'entity_id': '6UYZqALjJJ6SXmg62GfECA', 'formatted_address': None, 'labels': None, 'name': 'Redwood', 'recurring': None, 'timezone': None, 'type': 'organization'}
 {'category': None, 'description': None, 'entity_id': 'XzrqDRX7WqPfai5mZWksec', 'formatted_address': '3855 Dolphin Dr, Gautier, MS 39553, USA', 'labels': None, 'name': 'The Sound Amphitheater', 'recurring': None, 'timezone': None, 'type': 'venue'}]",0,2025-12-06T21:57:02Z
49NZekg3NNcNfNh9VB,Strictly The Best Sundays,concerts,2025-09-08T00:00:00Z,2025-09-08T08:00:00Z,27,32,69.0,[-73.92930489  40.64389428],,"[{'category': None, 'description': None, 'entity_id': 'Hzy6946g2Gqj3grCCDGz2U', 'formatted_address': '1165 Utica Ave, Brooklyn, NY 11203, USA', 'labels': None, 'name': 'Round 2 Cafe', 'recurring': None, 'timezone': None, 'type': 'venue'}
 {'category': 'concerts', 'description': 'Join us for the ultimate Sunday vibes at Strictly The Best Sundays in Brooklyn!', 'entity_id': 'spPya9TkthnpbDBcj2xpuv', 'formatted_address': '1165 Utica Avenue, Brooklyn, NY 11203, United States', 'labels': array(['concert', 'event-group', 'music'], dtype=object), 'name': 'Strictly The Best Sundays', 'recurring': None, 'timezone': 'America/New_York', 'type': 'event-group'}]",28800,2025-09-22T00:10:58Z
4Kz9AKQerKwVHsne8M,"Grupo Exterminador, Los Terribles Del Norte, and Los Capos De Mexico",concerts,2025-09-08T00:00:00Z,2025-09-08T00:00:00Z,47,62,694.0,[-97.72707  30.23847],,"[{'category': None, 'description': None, 'entity_id': 'rmmVy8hNKvrrFvX6CAfeWY', 'formatted_address': None, 'labels': None, 'name': 'Los Terribles del Norte', 'recurring': None, 'timezone': None, 'type': 'organization'}
 {'category': None, 'description': None, 'entity_id': '33qSwJfGBmyQNqs8mYbUyJ6', 'formatted_address': None, 'labels': None, 'name': 'Los Capos De Mexico', 'recurring': None, 'timezone': None, 'type': 'organization'}
 {'category': None, 'description': None, 'entity_id': 'ayFPt92ewiHMYrrRkeiBUq', 'formatted_address': None, 'labels': None, 'name': 'Grupo Exterminador', 'recurring': None, 'timezone': None, 'type': 'organization'}
 {'category': None, 'description': None, 'entity_id': 'hSVpLbvTmgCkrN3i2wttdk', 'formatted_address': '2237 E Riverside Dr, Austin, TX 78741, USA', 'labels': None, 'name': 'Club Carnaval', 'recurring': None, 'timezone': None, 'type': 'venue'}]",0,2025-11-19T23:00:37Z
4LiRga8DRzUbjFfLfZ,Christian McBride,concerts,2025-09-08T00:00:00Z,2025-09-08T00:00:00Z,36,36,207.0,[-74.0006557  40.7309083],,"[{'category': None, 'description': None, 'entity_id': '4LNCs6WuJZJbsWiPBHUTYw', 'formatted_address': None, 'labels': None, 'name': 'Brad Mehldau', 'recurring': None, 'timezone': None, 'type': 'person'}
 {'category': None, 'description': None, 'entity_id': 'QHW3uMcfu9SThm2THE3XKE', 'formatted_address': None, 'labels': None, 'name': 'Christian McBride', 'recurring': None, 'timezone': None, 'type': 'person'}
 {'category': None, 'description': None, 'entity_id': '7JA9az5WNxteQDanTJdveb', 'formatted_address': '131 W 3rd St, New York, NY 10012, USA', 'labels': None, 'name': 'Blue Note', 'recurring': None, 'timezone': None, 'type': 'venue'}
 {'category': 'concerts', 'description': None, 'entity_id': 'UOPGTt6N_4YqsDVVUFT-fA', 'formatted_address': None, 'labels': array(['concert', 'residency'], dtype=object), 'name': 'Brad Mehldau at Blue Note', 'recurring': None, 'timezone': None, 'type': 'event-group'}]",0,2025-11-28T14:53:08Z
4dgZC8aRHp5GwCv7sQ,K Camp,concerts,2025-09-08T00:00:00Z,2025-09-08T00:00:00Z,42,65,384.0,[-85.723795  38.25078 ],,"[{'category': None, 'description': None, 'entity_id': 'eheCVJCT9MQgY9hKdWCrkN', 'formatted_address': None, 'labels': None, 'name': 'K Camp', 'recurring': None, 'timezone': None, 'type': 'person'}
 {'category': None, 'description': None, 'entity_id': 'RS7Br5rGAMqwwU2u2EyJ7L', 'formatted_address': '1386 Lexington Rd, Louisville, KY 40206, USA', 'labels': None, 'name': 'Headliners Music Hall', 'recurring': None, 'timezone': None, 'type': 'venue'}]",0,2025-12-06T23:49:37Z
4jog6VHkpUYoUv5qMY,Motherfolk and Crumbsnatchers,concerts,2025-09-08T00:00:00Z,2025-09-08T00:00:00Z,34,42,162.0,[-77.024142  38.916708],,"[{'category': None, 'description': None, 'entity_id': 'tvQBTYpGb7knuyLxTWKwpn', 'formatted_address': None, 'labels': None, 'name': 'Motherfolk', 'recurring': None, 'timezone': None, 'type': 'organization'}
 {'category': None, 'description': None, 'entity_id': '334vTfS3Cy6MhB8BESjHE26', 'formatted_address': None, 'labels': None, 'name': 'Crumbsnatchers', 'recurring': None, 'timezone': None, 'type': 'organization'}
 {'category': None, 'description': None, 'entity_id': 'UPz4SdMPur7J7PGqEfHt74', 'formatted_address': '1940 9th St NW, Washington, DC 20001, USA', 'labels': None, 'name': 'DC9 Nightclub', 'recurring': None, 'timezone': None, 'type': 'venue'}]",0,2025-11-29T16:04:10Z
4qSxcNGPvkUrZbxVuZ,Dee-1,concerts,2025-09-08T00:00:00Z,2025-09-08T00:00:00Z,40,57,312.0,[-84.3882896  33.7921622],,"[{'category': None, 'description': None, 'entity_id': 'RPu9YNAAuVDhnAbxwHdyTE', 'formatted_address': None, 'labels': None, 'name': 'Dee-1', 'recurring': None, 'timezone': None, 'type': 'person'}
 {'category': None, 'description': None, 'entity_id': 'WQQxfV6ysDbgAfXXjbbvZf', 'formatted_address': '1374 W Peachtree St NW, Atlanta, GA 30309, USA', 'labels': None, 'name': 'Center Stage Atlanta - Vinyl', 'recurring': None, 'timezone': None, 'type': 'venue'}]",0,2025-09-22T00:10:58Z
5DiRUsFLiLKSprwtXv,Nothing,concerts,2025-09-08T00:00:00Z,2025-09-08T00:00:00Z,46,66,611.0,[-95.3668186  29.7858133],,"[{'category': None, 'description': None, 'entity_id': '32bW6wJx7eSGpWBq42XAeBs', 'formatted_address': None, 'labels': None, 'name': 'Nothing', 'recurring': None, 'timezone': None, 'type': 'organization'}
 {'category': None, 'description': None, 'entity_id': 'Wm9Gb6qFznQ62NcxqSUNG3', 'formatted_address': '2915 N Main St, Houston, TX 77009, USA', 'labels': None, 'name': 'White Oak Music Hall', 'recurring': None, 'timezone': None, 'type': 'venue'}]",0,2025-12-06T15:41:14Z
5LfTrqWfsoE25QPPvM,Mountain Grass Unit,concerts,2025-09-08T00:00:00Z,2025-09-08T00:00:00Z,34,59,158.0,[-73.17564   44.468887],,"[{'category': None, 'description': None, 'entity_id': '37gpLTHvqM4GERjJzCammYw', 'formatted_address': None, 'labels': None, 'name': 'Mountain Grass Unit', 'recurring': None, 'timezone': None, 'type': 'organization'}
 {'category': None, 'description': None, 'entity_id': 'TkJ5A4uNwABkEA6FNMghgR', 'formatted_address': '1214 Williston Rd, South Burlington, VT 05403, USA', 'labels': None, 'name': 'Show Case Lounge', 'recurring': None, 'timezone': None, 'type': 'venue'}]",0,2025-10-18T18:52:00Z
5PTVtBwxszdzGx3YmR,"los yesterdays, The McCharmlys, The Emkays, and The Charities",concerts,2025-09-08T00:00:00Z,2025-09-08T00:00:00Z,45,66,544.0,[-98.4876598  29.4485881],,"[{'category': None, 'description': None, 'entity_id': '33SviYjqi8LDwyDfQvXY36k', 'formatted_address': None, 'labels': None, 'name': 'The Charities', 'recurring': None, 'timezone': None, 'type': 'organization'}
 {'category': None, 'description': None, 'entity_id': 'yzNP4t6vz9XmJuqzKSCa6e', 'formatted_address': None, 'labels': None, 'name': 'Los Yesterdays', 'recurring': None, 'timezone': None, 'type': 'organization'}
 {'category': None, 'description': None, 'entity_id': 'DGMwwPKiLrtAiXWQRXEXB2', 'formatted_address': None, 'labels': None, 'name': 'The Emkays', 'recurring': None, 'timezone': None, 'type': 'organization'}
 {'category': None, 'description': None, 'entity_id': 'FgH665nkWudair92qR2uTG', 'formatted_address': None, 'labels': None, 'name': 'The McCharmlys', 'recurring': None, 'timezone': None, 'type': 'organization'}
 {'category': None, 'description': None, 'entity_id': 'gLpUfpAkwBUF9E8TNbhxiK', 'formatted_address': ""2410 N St Mary's St, San Antonio, TX 78212, USA"", 'labels': None, 'name': 'Paper Tiger', 'recurring': None, 'timezone': None, 'type': 'venue'}]",0,2025-12-06T20:46:49Z
5UwXR8CucPoMRbEGmL,Benson Boone,concerts,2025-09-08T00:00:00Z,2025-09-08T00:00:00Z,65,89,5559.0,[-78.7218018  35.803329 ],,"[{'category': None, 'description': None, 'entity_id': 'aKBRMVp4P6X4zqWyRt73zi', 'formatted_address': None, 'labels': None, 'name': 'Benson Boone', 'recurring': None, 'timezone': None, 'type': 'person'}
 {'category': None, 'description': None, 'entity_id': 'Qm5KZ2GUMSQ9LWBYWttWnL', 'formatted_address': '1400 Edwards Mill Rd, Raleigh, NC 27607, USA', 'labels': None, 'name': 'PNC Arena', 'recurring': None, 'timezone': None, 'type': 'venue'}]",0,2025-12-06T04:28:27Z
5a5e2CeC3AQEaD6KRb,Eric Darius @ Fort Hunter Mansion and Park in Harrisburg,concerts,2025-09-08T00:00:00Z,2025-09-08T04:00:00Z,34,65,164.0,[-76.9079285  40.3415014],,"[{'category': None, 'description': None, 'entity_id': 'Ze9358bpXS3HnR6qLFXZGK', 'formatted_address': 'Fort Hunter Mansion and Park, 5300 N Front St, Harrisburg, PA 17110, USA', 'labels': None, 'name': 'Fort Hunter Mansion and Park', 'recurring': None, 'timezone': None, 'type': 'venue'}]",14400,2025-09-22T00:13:47Z
5aqh7yiDGRHZfuiHZs,Sound Bath | Full Moon Lunar Eclipse in Pisces,concerts,2025-09-08T00:00:00Z,2025-09-08T01:00:00Z,37,60,223.0,[-94.1652519  36.085316 ],,[],3600,2025-09-22T00:14:50Z
5fVkxnEK5E2XddVXYG,Mat Kearney at Gallo Center for the Arts - Mary Stuart Rogers Theater,concerts,2025-09-08T00:00:00Z,2025-09-08T00:00:00Z,43,65,464.0,[-120.9984804   37.639539 ],,"[{'category': None, 'description': None, 'entity_id': 'D5PqeaRDtLX9scfQ4hbYcN', 'formatted_address': None, 'labels': None, 'name': 'Mat Kearney', 'recurring': None, 'timezone': None, 'type': 'person'}
 {'category': None, 'description': None, 'entity_id': 'fJi6prHnpJw4znZauTFegz', 'formatted_address': '1000 I St, Modesto, CA 95354, USA', 'labels': None, 'name': 'Gallo Center for the Arts - Mary Stuart Rogers Theater', 'recurring': None, 'timezone': None, 'type': 'venue'}]",0,2025-12-06T22:09:58Z
5hJPVvpCJUevRbU6jS,Cynthia Erivo at Filene Center at Wolf Trap,concerts,2025-09-08T00:00:00Z,2025-09-08T00:00:00Z,53,82,1456.0,[-77.26536416  38.93701421],,"[{'category': None, 'description': None, 'entity_id': '4mdG4JipRhu7ibrzyurSqi', 'formatted_address': None, 'labels': None, 'name': 'National Symphony Orchestra', 'recurring': None, 'timezone': None, 'type': 'organization'}
 {'category': None, 'description': None, 'entity_id': '35tKGtEL3qe6Ws8rzsqz2EX', 'formatted_address': None, 'labels': None, 'name': 'Cynthia Erivo', 'recurring': None, 'timezone': None, 'type': 'person'}
 {'category': None, 'description': None, 'entity_id': 'eNTbRbKVyGwXskMjikCYT5', 'formatted_address': 'Wolf Trap National Park for the Performing Arts, 1551 Trap Rd, Vienna, VA 22182, USA', 'labels': None, 'name': 'Wolf Trap National Park for the Performing Arts (Filene Center)', 'recurring': None, 'timezone': None, 'type': 'venue'}]",0,2025-12-06T22:58:35Z
5mpQjHLxVHxnVaAiqh,Christone Kingfish Ingram,concerts,2025-09-08T00:00:00Z,2025-09-08T00:00:00Z,28,55,84.0,[-82.5510137  35.5914061],,"[{'category': None, 'description': None, 'entity_id': '3A67zssESjH54ENxiw2f7DN', 'formatted_address': None, 'labels': None, 'name': 'Christone Kingfish Ingram', 'recurring': None, 'timezone': None, 'type': 'organization'}
 {'category': None, 'description': None, 'entity_id': '3BZnBt9jBN9n6nra6Lis454', 'formatted_address': '101 Biltmore Ave, Asheville, NC 28801, USA', 'labels': None, 'name': 'The Orange Peel - Pulp', 'recurring': None, 'timezone': None, 'type': 'venue'}]",0,2025-12-06T22:14:25Z
5uHaVEU4FN52FBbfWE,J.T. & Company,concerts,2025-09-08T00:00:00Z,2025-09-08T00:00:00Z,35,60,171.0,[-81.6327744  38.3497238],,[],0,2025-06-04T08:02:06Z
64kpLqWMQqTSFNkRkg,Stiff Little Fingers,concerts,2025-09-08T00:00:00Z,2025-09-08T00:00:00Z,49,70,915.0,[-73.4140074  41.1169647],,"[{'category': None, 'description': None, 'entity_id': 'mYL9jee7pjFBH9GniWNSip', 'formatted_address': None, 'labels': None, 'name': 'Stiff Little Fingers', 'recurring': None, 'timezone': None, 'type': 'organization'}
 {'category': None, 'description': None, 'entity_id': 'S8L9K26jxHQCZtyKivv3jq', 'formatted_address': '71 Wall Street, Norwalk, CT 06850, USA', 'labels': None, 'name': 'District Music Hall', 'recurring': None, 'timezone': None, 'type': 'venue'}]",0,2025-12-06T22:37:33Z
64txSpcNVDoLcxhMP4,The Town Social ft. Erica Ambrin & Eclectic Soul Project,concerts,2025-09-08T00:00:00Z,2025-09-08T06:59:00Z,40,58,333.0,[-122.2074112   37.8063744],,[],25140,2025-09-22T00:08:48Z
68vipsid5TiQYyQKWe,"Full Moon, Cacao and Sound Bath Ceremony",concerts,2025-09-08T00:00:00Z,2025-09-08T02:00:00Z,41,60,372.0,[-121.8210525   37.3802433],,[],7200,2025-09-22T00:08:14Z
6AfDw623c9W8MBAZik,Kendra Morris,concerts,2025-09-08T00:00:00Z,2025-09-08T00:00:00Z,35,61,177.0,[-82.5531007  35.5951117],,"[{'category': None, 'description': None, 'entity_id': 'nApRHhHU3cmkVASFHVhFKE', 'formatted_address': None, 'labels': None, 'name': 'Kendra Morris', 'recurring': None, 'timezone': None, 'type': 'person'}
 {'category': None, 'description': None, 'entity_id': '5UxrDuctY5ULVZzBDpSTjc', 'formatted_address': '55 College St, Asheville, NC 28801, USA', 'labels': None, 'name': 'The One Stop at Asheville Music Hall', 'recurring': None, 'timezone': None, 'type': 'venue'}]",0,2025-10-03T18:24:57Z
6Bb5uHMtpmGAShwSso,Brian Kelley,concerts,2025-09-08T00:00:00Z,2025-09-08T00:00:00Z,50,71,947.0,[-78.6242913  35.8066376],,"[{'category': None, 'description': None, 'entity_id': '3BAS6MMGvUvmddKrdzZvwfF', 'formatted_address': None, 'labels': None, 'name': 'Brian Kelley', 'recurring': None, 'timezone': None, 'type': 'person'}
 {'category': None, 'description': None, 'entity_id': '3Bt6MCnaDQgTCMrfPVCFzhf', 'formatted_address': '1930 Wake Forest Rd, Raleigh, NC 27608, USA', 'labels': None, 'name': 'Bowstring Pizza and Brewyard - Raleigh', 'recurring': None, 'timezone': None, 'type': 'venue'}]",0,2025-12-05T22:24:49Z
6LoRoKA3uaP9cFzCbj,Lady Gaga,concerts,2025-09-08T00:00:00Z,2025-09-08T00:00:00Z,73,74,14596.0,[-73.9934387  40.7505045],,"[{'category': None, 'description': None, 'entity_id': 'VtFFMDK3VABq3MWzw7mWGG', 'formatted_address': None, 'labels': None, 'name': 'Lady Gaga', 'recurring': None, 'timezone': None, 'type': 'person'}
 {'category': None, 'description': None, 'entity_id': '39hG2LTCsQsukJdz3irZBJS', 'formatted_address': 'Pennsylvania Station, 4 Pennsylvania Plaza, New York, NY 10001, USA', 'labels': None, 'name': 'Madison Square Garden', 'recurring': None, 'timezone': None, 'type': 'venue'}
 {'category': 'concerts', 'description': None, 'entity_id': '9C5SCFEqYaViR5VMDXWyFw', 'formatted_address': None, 'labels': array(['concert', 'residency'], dtype=object), 'name': 'Lady Gaga at Madison Square Garden', 'recurring': None, 'timezone': None, 'type': 'event-group'}]",0,2025-12-06T11:53:37Z
6MffEhhYDVJFSu4Zgg,Christy Moser,concerts,2025-09-08T00:00:00Z,2025-09-08T00:00:00Z,30,50,104.0,[-95.4641266  29.7512207],,[],0,2025-09-25T00:06:19Z
6Uf25nBZZTDMv9Q2ze,El Chaval de la Bachata,concerts,2025-09-08T00:00:00Z,2025-09-08T00:00:00Z,47,57,687.0,[-75.11937  40.01361],,"[{'category': None, 'description': None, 'entity_id': 'TQq22BC9wiFBkFktukfDfn', 'formatted_address': None, 'labels': None, 'name': 'El Chaval de la Bachata', 'recurring': None, 'timezone': None, 'type': 'person'}
 {'category': None, 'description': None, 'entity_id': 'jGFuGXBu2kFUt75HyQQvYv', 'formatted_address': '4210 Whitaker Ave, Philadelphia, PA 19124, USA', 'labels': None, 'name': 'Bella Vista Restaurant', 'recurring': None, 'timezone': None, 'type': 'venue'}]",0,2025-11-19T01:35:02Z
6acLVRHSqr6sVkk5Fq,Grand Ole Echo,concerts,2025-09-08T00:00:00Z,2025-09-08T00:00:00Z,41,53,372.0,[-118.260153    34.0776737],,"[{'category': None, 'description': None, 'entity_id': 'iauSLHrDicktK5aa4TWUjZ', 'formatted_address': None, 'labels': None, 'name': 'Grand Ole Echo', 'recurring': None, 'timezone': None, 'type': 'organization'}
 {'category': None, 'description': None, 'entity_id': '36TjyAdEXBqbtknPAbMCwPw', 'formatted_address': '1822 Sunset Blvd, Los Angeles, CA 90026, USA', 'labels': None, 'name': 'The Echo', 'recurring': None, 'timezone': None, 'type': 'venue'}
 {'category': 'concerts', 'description': None, 'entity_id': 'PgYk-rgbF_EZOuN30FoO1Q', 'formatted_address': None, 'labels': array(['concert', 'residency'], dtype=object), 'name': 'Grand Ole Echo at The Echo', 'recurring': None, 'timezone': None, 'type': 'event-group'}]",0,2025-09-22T00:10:39Z
6cvKZcAiMPPWubFdu5,MMYYKK,concerts,2025-09-08T00:00:00Z,2025-09-08T00:00:00Z,31,46,114.0,[-93.275307  44.973659],,"[{'category': None, 'description': None, 'entity_id': 'nhtUfbwq6wBaiP4dDJNkz', 'formatted_address': None, 'labels': None, 'name': 'MMYYKK', 'recurring': None, 'timezone': None, 'type': 'person'}
 {'category': None, 'description': None, 'entity_id': 'cnvmXX6ncXAURNBRpF5rfk', 'formatted_address': '1010 Nicollet Mall, Minneapolis, MN 55403, USA', 'labels': None, 'name': 'Dakota Jazz Club & Restaurant', 'recurring': None, 'timezone': None, 'type': 'venue'}]",0,2025-10-08T04:54:23Z
6uVUTTrpmC64kXibkG,High Country - Bluegrass 2025,concerts,2025-09-08T00:00:00Z,2025-09-08T02:00:00Z,40,58,326.0,[-122.2616583   37.8929651],,[],7200,2025-09-22T00:10:39Z
76KGuMYJ4ZBXBnjmix,"The Conscious collective - Music, Meditation & Meals - Full Moon Special!",concerts,2025-09-08T00:00:00Z,2025-09-08T02:00:00Z,34,64,159.0,[-122.1442996   47.7982235],,[],7200,2025-09-22T00:08:14Z
78pDS3nDNq5hqYTLE7,Big Band & BBQ: CHICAGO GRANDSTAND,concerts,2025-09-08T00:00:00Z,2025-09-08T00:00:00Z,42,57,400.0,[-87.7896357  41.8648899],,"[{'category': None, 'description': None, 'entity_id': 's8EZEUe4WWKgwxD5B5gBwn', 'formatted_address': '6615 Roosevelt Rd, Berwyn, IL 60402, USA', 'labels': None, 'name': ""FitzGerald's"", 'recurring': None, 'timezone': None, 'type': 'venue'}]",0,2025-10-29T03:52:36Z
7Dt87cWzn6Z8uzg5nh,The Messthetics and James Brandon Lewis,concerts,2025-09-08T00:00:00Z,2025-09-08T00:00:00Z,36,56,193.0,[-93.6496023  41.5997809],,"[{'category': None, 'description': None, 'entity_id': 'ZeHH26CEArkjke3JAQmHGw', 'formatted_address': None, 'labels': None, 'name': 'The Messthetics', 'recurring': None, 'timezone': None, 'type': 'organization'}
 {'category': None, 'description': None, 'entity_id': 'bpQTP2fgzJzTCBCKJuVgmW', 'formatted_address': None, 'labels': None, 'name': 'James Brandon Lewis', 'recurring': None, 'timezone': None, 'type': 'person'}
 {'category': None, 'description': None, 'entity_id': 'WM9gauVQiqtX5XX9dtPsQQ', 'formatted_address': '1159 24th St, Des Moines, IA 50311, USA', 'labels': None, 'name': 'xBk Live', 'recurring': None, 'timezone': None, 'type': 'venue'}]",0,2025-12-05T22:54:55Z
7e7YFfAMRpPdZtEan6,Hot Chip,concerts,2025-09-08T00:00:00Z,2025-09-08T00:00:00Z,54,52,1588.0,[-73.9891566  40.7317767],,"[{'category': None, 'description': None, 'entity_id': 'bH24JAajrrkyLaZY9Bmqm7', 'formatted_address': None, 'labels': None, 'name': 'Hot Chip', 'recurring': None, 'timezone': None, 'type': 'organization'}
 {'category': None, 'description': None, 'entity_id': 'aSBy4sve3txjuQ5bzZtQuh', 'formatted_address': '125 E 11th St, New York, NY 10003, USA', 'labels': None, 'name': 'Webster Hall', 'recurring': None, 'timezone': None, 'type': 'venue'}]",0,2025-12-03T13:01:08Z
7mGYrVdMGdEJGXZ4Ck,Quintron and Miss Pussycat and The Border-Lander,concerts,2025-09-08T00:00:00Z,2025-09-08T00:00:00Z,38,62,264.0,[-86.7779837  36.1521981],,"[{'category': None, 'description': None, 'entity_id': 'JPj8zJbcQcdQ4ydPFQxeX2', 'formatted_address': None, 'labels': None, 'name': 'The Border-Lander', 'recurring': None, 'timezone': None, 'type': 'organization'}
 {'category': None, 'description': None, 'entity_id': '3744THCFz4hgyTK5a7kMrvW', 'formatted_address': None, 'labels': None, 'name': 'Quintron and Miss Pussycat', 'recurring': None, 'timezone': None, 'type': 'organization'}
 {'category': None, 'description': None, 'entity_id': 'q7P9Jbzhtdz3ULeEsQUfSR', 'formatted_address': '623 7th Ave S, Nashville, TN 37203, USA', 'labels': None, 'name': 'Third Man Records', 'recurring': None, 'timezone': None, 'type': 'venue'}]",0,2025-09-22T00:08:14Z
7rSLcNwh2ptuhCxtEN,Mac DeMarco,concerts,2025-09-08T00:00:00Z,2025-09-08T00:00:00Z,64,65,4969.0,[-73.9799772  40.759976 ],,"[{'category': None, 'description': None, 'entity_id': 'L4aYz6nFMZAqAGh8CXSTi5', 'formatted_address': None, 'labels': None, 'name': 'Mac DeMarco', 'recurring': None, 'timezone': None, 'type': 'person'}
 {'category': None, 'description': None, 'entity_id': 'RAfWPmaNCvNU8A4sV3E4Vr', 'formatted_address': '1260 6th Ave, New York, NY 10020, USA', 'labels': None, 'name': 'Radio City Music Hall', 'recurring': None, 'timezone': None, 'type': 'venue'}
 {'category': 'concerts', 'description': None, 'entity_id': 'irTIINHGPJvrFRL9LXBIyw', 'formatted_address': None, 'labels': array(['concert', 'residency'], dtype=object), 'name': 'Mac DeMarco at Radio City Music Hall', 'recurring': None, 'timezone': None, 'type': 'event-group'}]",0,2025-11-25T11:54:08Z
