city,phq_events,phq_total_attendance,phq_avg_rank
[-93.18114,1,211.0,36.0
[-93.18172,1,538.0,45.0
[-93.182233,1,308.0,40.0
[-93.182638,1,100.0,30.0
[-93.1827515  44.4618913],1,413.0,42.0
[-93.18328269999999,1,188.0,35.0
[-93.18408,1,100.0,30.0
[-93.1851,1,490.0,44.0
[-93.1851  44.9259],1,638.0,46.0
[-93.18531,1,100.0,30.0
[-93.1873,2,206.0,0.0
[-93.187907,1,1000.0,50.0
[-93.1900734,5,7060.0,52.6
[-93.190535,1,250.0,38.0
[-93.19089,1,196.0,36.0
[-93.19357,1,169.0,35.0
[-93.19394349999999,1,269.0,39.0
[-93.1944660077569,6,3372.0,45.0
[-93.19446601  44.94057454],1,562.0,45.0
[-93.19460812  44.93987393],1,562.0,45.0
[-93.19460812012116,3,1686.0,45.0
[-93.19496,1,157.0,34.0
[-93.19503,1,573.0,45.0
[-93.19547,1,100.0,30.0
[-93.19689,1,362.0,41.0
[-93.19908  45.07518],1,410.0,42.0
[-93.1993,1,397.0,42.0
[-93.20098,1,100.0,30.0
[-93.20129,1,100.0,30.0
[-93.20129  43.15089],1,100.0,30.0
[-93.202112,1,110.0,31.0
[-93.2029,1,667.0,46.0
[-93.2034681,1,263.0,38.0
[-93.20357469999999,6,3717.0,45.5
[-93.20499,1,286.0,39.0
[-93.20519,1,579.0,45.0
[-93.20538,1,183.0,35.0
[-93.20568,1,165.0,34.0
[-93.2060163,1,68.0,27.0
[-93.2063065,1,135.0,33.0
[-93.206786   44.8136017],1,150.0,34.0
[-93.2071572,1,160.0,34.0
[-93.207631,1,10000.0,70.0
[-93.20798,2,766.0,41.0
[-93.20909,1,448.0,43.0
[-93.2096,1,100.0,30.0
[-93.2097901,1,11702.0,71.0
[-93.21,6,618.0,0.0
[-93.2100407,6,18553.0,59.5
[-93.2100983,1,245.0,38.0
[-93.2100983  45.3269005],1,245.0,38.0
[-93.21201  44.73377],1,176.0,35.0
[-93.212109  45.061937],1,275.0,39.0
[-93.2128229  44.9728285],1,597.0,46.0
[-93.21292,1,203.0,36.0
[-93.213,1,100.0,30.0
[-93.2131232,4,6865.0,54.75
[-93.2135,1,150.0,34.0
[-93.2141935481,1,154.0,34.0
[-93.214447,1,218.0,37.0
[-93.21457,1,217.0,37.0
[-93.2146196,1,156.0,34.0
[-93.21496,1,100.0,30.0
[-93.21582,1,310.0,40.0
[-93.216423,4,2221.0,43.5
[-93.21647,1,455.0,43.0
[-93.21665,1,797.0,48.0
[-93.216774,1,347.0,41.0
[-93.2173758,3,352.0,31.333333333333332
[-93.21738,2,708.0,41.0
[-93.2182659209,1,214.0,37.0
[-93.2183,1,616.0,46.0
[-93.21851,1,427.0,43.0
[-93.21959,1,684.0,47.0
[-93.2201,1,100.0,30.0
[-93.22054,1,100.0,30.0
[-93.220838,1,2500.0,58.0
[-93.22091,4,628.0,34.0
[-93.2213398156,1,983.0,50.0
[-93.22142,1,1170.0,51.0
[-93.22144500000002,2,10588.0,63.5
[-93.22150599999999,1,358.0,41.0
[-93.221506,1,103.0,0.0
[-93.2232243,1,450.0,43.0
[-93.22377,1,264.0,38.0
[-93.22439,1,220.0,37.0
[-93.22439  45.57177],1,220.0,37.0
[-93.22454619999999,1,49254.0,84.0
[-93.2246427,1,354.0,41.0
[-93.22467,1,100.0,30.0
[-93.22469  44.92437],1,528.0,44.0
[-93.22498,1,206.0,36.0
[-93.22500420984359,1,3000.0,60.0
[-93.22523  44.925  ],1,324.0,40.0
[-93.22603,1,501.0,44.0
[-93.22698,3,300.0,30.0
[-93.22708,1,348.0,41.0
[-93.22717,1,100.0,30.0
[-93.22743,1,190.0,36.0
[-93.22802659999999,9,33011.0,61.22222222222222
[-93.228298,29,261187.0,68.55172413793103
[-93.228298  44.976988],3,32032.0,70.0
[-93.22897599999999,1,362.0,41.0
[-93.229,3,300.0,30.0
[-93.2290581,1,141.0,33.0
[-93.229322,5,11078.0,56.8
[-93.23029,1,100.0,30.0
[-93.2306873,1,305.0,40.0
[-93.2309,2,538.0,38.0
[-93.23099,1,183.0,35.0
[-93.23124,1,617.0,46.0
[-93.23142,1,100.0,30.0
[-93.23318,4,944.0,37.75
[-93.233199  45.290879],1,416.0,42.0
[-93.23358,2,200.0,30.0
[-93.2341,1,503.0,44.0
[-93.23415,2,880.0,39.0
[-93.2349019,1,662.0,46.0
[-93.23503,1,267.0,39.0
[-93.2351397  44.9726399],1,249.0,38.0
[-93.23515,1,394.0,42.0
[-93.2357549,1,100.0,30.0
[-93.23579,2,579.0,39.0
[-93.23583,2,579.0,39.0
[-93.2364   45.04185],1,175.0,35.0
[-93.2368268,6,1882.0,40.0
[-93.236925,1,1000.0,50.0
[-93.23744,1,100.0,30.0
[-93.237937,1,2500.0,58.0
[-93.2381357,1,330.0,40.0
[-93.2386,1,274.0,39.0
[-93.2391,1,355.0,41.0
[-93.23959,1,1407.0,53.0
[-93.23966,9,900.0,30.0
[-93.2399,1,245.0,38.0
[-93.24053,3,300.0,30.0
[-93.24055620000001,1,182.0,35.0
[-93.24175,1,124.0,32.0
[-93.24188,1,687.0,47.0
[-93.2420213,1,98.0,30.0
[-93.24249,1,229.0,37.0
[-93.242622,1,283.0,39.0
[-93.24268,1,309.0,40.0
[-93.24279179999999,1,256.0,38.0
[-93.24292,2,339.0,34.5
[-93.24292  45.07917],1,152.0,34.0
[-93.2429219,11,3034.0,38.81818181818182
[-93.243,15,5204.0,39.666666666666664
[-93.2430078,2,500.0,38.0
[-93.24301,8,2489.0,39.5
[-93.24334   44.645705],1,287.0,39.0
[-93.2433456  44.9607362],1,670.0,47.0
[-93.24373,1,788.0,48.0
[-93.24409639999999,1,517.0,44.0
[-93.24487  45.0008 ],1,681.0,47.0
[-93.2451249,1,116.0,31.0
[-93.2456894,2,356.0,35.0
[-93.2470687937,1,1064.0,51.0
[-93.24709,1,240.0,38.0
[-93.2472,1,337.0,41.0
[-93.2474098,1,340.0,41.0
[-93.2474699,1,84.0,28.0
[-93.2476,1,127.0,32.0
[-93.2476507,6,1781.0,39.333333333333336
[-93.2476507  44.969421 ],1,171.0,35.0
[-93.24805,3,300.0,30.0
[-93.24833,1,472.0,43.0
[-93.24876,2,974.0,43.0
[-93.24888,3,300.0,30.0
[-93.24899,1,499.0,44.0
[-93.249832,1,10000.0,70.0
[-93.2500835,3,627.0,36.0
[-93.2502,1,513.0,44.0
[-93.2507099,1,94.0,29.0
[-93.2507415,1,100.0,30.0
[-93.2508,15,9023.0,45.53333333333333
[-93.2508  36.6696],1,573.0,45.0
[-93.25138,1,410.0,42.0
[-93.25183,1,244.0,38.0
[-93.251963,1,317.0,40.0
[-93.25253,1,184.0,35.0
[-93.2527092  44.9843586],1,385.0,42.0
[-93.25270920000003,1,461.0,43.0
[-93.25314,1,325.0,40.0
[-93.25314  44.97497],1,420.0,42.0
[-93.25353,1,100.0,30.0
[-93.2536295,7,3303.0,42.857142857142854
[-93.2541703,4,6531.0,53.75
[-93.2547436,1,835.0,48.0
[-93.2549073,1,325.0,40.0
[-93.25494,1,223.0,37.0
[-93.25496,1,208.0,36.0
[-93.2549686,1,345.0,41.0
[-93.25505,2,526.0,38.5
[-93.25543,2,704.0,41.0
[-93.25545,1,190.0,36.0
[-93.255457,1,2000.0,56.0
[-93.25565,1,378.0,42.0
[-93.25741,1,293.0,39.0
[-93.2578154,16,1161946.0,87.0
[-93.2578154  44.9737514],1,66894.0,87.0
[-93.258,6,618.0,0.0
[-93.258   43.1504],1,103.0,0.0
[-93.25814,1,154.0,34.0
[-93.25826,1,350.0,41.0
[-93.25862,5,2973.0,45.6
[-93.258787,2,1118.0,45.0
[-93.2589881,1,125.0,32.0
[-93.2596,1,237.0,37.0
[-93.25961,1,100.0,30.0
[-93.26010959999999,1,304.0,40.0
[-93.26067,1,100.0,30.0
[-93.2608,2,240.0,32.0
[-93.2610957,1,231.0,37.0
[-93.26117459999999,1,335.0,41.0
[-93.26218,1,134.0,33.0
[-93.26218  44.71118],1,134.0,33.0
[-93.26251359999999,1,362.0,41.0
[-93.26259,1,100.0,30.0
[-93.262744,5,9205.0,55.0
[-93.26279,1,212.0,37.0
[-93.2628122,1,5500.0,65.0
[-93.26295,1,270.0,39.0
[-93.2630252,10,1670.0,33.0
[-93.2630382,2,1414.0,47.0
[-93.26311,1,100.0,30.0
[-93.2631985,1,299.0,40.0
[-93.2635019,2,11059.0,65.0
[-93.26449,1,767.0,48.0
[-93.26489,1,192.0,36.0
[-93.26501,27,6032.0,34.407407407407405
[-93.26501  44.97775],3,960.0,38.333333333333336
[-93.2653688,1,148.0,33.0
[-93.2653688  45.1106977],1,204.0,36.0
[-93.26582,1,302.0,40.0
[-93.2658596,1,311.0,40.0
[-93.26599,1,349.0,41.0
[-93.26635,2,314.0,34.0
[-93.26635  44.97776],1,157.0,34.0
[-93.26763  37.15899],1,100.0,30.0
[-93.26767339999998,20,21474.0,50.7
[-93.26779  44.29662],1,634.0,46.0
[-93.26787  44.94837],1,955.0,50.0
[-93.26868,1,100.0,30.0
[-93.2694619,1,1496.0,53.0
[-93.26956,1,1061.0,51.0
[-93.2699128  44.9749295],1,303.0,40.0
[-93.2700647,1,269.0,39.0
[-93.27036,1,1501.0,54.0
[-93.2712631,1,560.0,45.0
[-93.27199,1,100.0,30.0
[-93.27211,1,305.0,40.0
[-93.27211550000001,1,327.0,40.0
[-93.27224,1,403.0,42.0
[-93.27227,3,1777.0,44.666666666666664
[-93.2723292,17,10435.0,45.588235294117645
[-93.2723292  44.9817854],1,628.0,46.0
[-93.27252,1,578.0,45.0
[-93.27331,1,239.0,38.0
[-93.2734528,1,100.0,30.0
[-93.27353,2,200.0,30.0
[-93.27383,1,661.0,46.0
[-93.27427,1,633.0,46.0
[-93.27434,1,171.0,35.0
[-93.2744522,1,212.0,37.0
[-93.274709,1,1500.0,54.0
[-93.2749125,11,9605.0,48.54545454545455
[-93.27493,1,419.0,42.0
[-93.27495  44.97216],1,419.0,42.0
[-93.27499,1,100.0,30.0
[-93.275037,2,682.0,41.0
[-93.275037  44.977461],1,477.0,44.0
[-93.2752974,6,1921.0,38.833333333333336
[-93.27529740000001,2,741.0,41.0
[-93.275307,23,5339.0,36.391304347826086
[-93.2754715,21,5484.0,38.04761904761905
[-93.2755859,1,1628.0,54.0
[-93.2755859  44.9766967],1,1800.0,55.0
[-93.27561,1,171.0,35.0
[-93.27563,5,1353.0,37.2
[-93.27566  44.96119],1,209.0,36.0
[-93.2756973,1,205.0,36.0
[-93.2758999,1,595.0,45.0
[-93.2759366,2,212.0,30.5
[-93.27595,1,100.0,30.0
[-93.276081,14,15367.0,50.642857142857146
[-93.276081  44.978266],1,1187.0,51.0
[-93.2761899,21,375157.0,74.95238095238095
[-93.2761899  44.9794545],2,28759.0,72.5
[-93.27669,1,100.0,30.0
[-93.27688,1,360.0,41.0
[-93.27718,1,100.0,30.0
[-93.27724,1,100.0,30.0
[-93.277322,1,481.0,44.0
[-93.2774629,3,6471.0,57.0
[-93.277514,2,39404.0,76.0
[-93.277598  44.955354],1,171.0,35.0
[-93.27759800000001,1,231.0,37.0
[-93.2776244  44.9699352],1,338.0,41.0
[-93.27767,1,230.0,37.0
[-93.27769,2,452.0,37.0
[-93.27773,1,157.0,34.0
[-93.27773  44.76774],1,157.0,34.0
[-93.2780612,1,241.0,38.0
[-93.2781559,1,300.0,40.0
[-93.2781559  44.9564438],1,257.0,38.0
[-93.27839,1,334.0,40.0
[-93.27845  44.91458],1,186.0,35.0
[-93.27851,1,661.0,46.0
[-93.27872,3,300.0,30.0
[-93.2789558,1,6000.0,66.0
[-93.27902,1,347.0,41.0
[-93.27917,1,532.0,45.0
[-93.2791745,1,267.0,39.0
[-93.27921750000002,9,11255.0,51.55555555555556
[-93.2794258,5,30601.0,66.0
[-93.27950440000001,8,4842.0,45.375
[-93.27951159999999,1,373.0,41.0
[-93.2796474,4,4029.0,49.75
[-93.2796766,1,616.0,46.0
[-93.2804442,1,15027.0,74.0
[-93.28142,1,100.0,30.0
[-93.28160090000002,1,231.0,37.0
[-93.2816161,1,167.0,34.0
[-93.2822631,15,80535.0,64.06666666666666
[-93.2822631  37.2014389],1,4867.0,64.0
[-93.28231,1,220.0,37.0
[-93.28265,1,100.0,30.0
[-93.28271,2,649.0,40.0
[-93.2827198,1,2029.0,56.0
[-93.28304,1,100.0,30.0
[-93.28322,1,463.0,43.0
[-93.28366,1,485.0,44.0
[-93.2836736,1,256.0,38.0
[-93.28382,1,398.0,42.0
[-93.28397,1,142.0,33.0
[-93.285,1,723.0,47.0
[-93.28509,1,547.0,45.0
[-93.28519  44.27957],1,100.0,30.0
[-93.2855,1,512.0,44.0
[-93.28562,1,897.0,49.0
[-93.2857937,1,112.0,31.0
[-93.2862,1,332.0,40.0
[-93.2862243652,1,2277.0,57.0
[-93.286611,1,100.0,30.0
[-93.286857605,1,100.0,30.0
[-93.2869141,1,888.0,49.0
[-93.28697,2,341.0,34.0
[-93.28711308  30.8467532 ],1,170.0,35.0
[-93.28744689999999,1,291.0,39.0
[-93.28754,1,206.0,36.0
[-93.2877884,1,160.0,34.0
[-93.2878322  44.896931 ],1,168.0,35.0
[-93.28816259100417,1,5000.0,64.0
[-93.288467,2,518.0,36.0
[-93.28854,5,1706.0,40.8
[-93.28861,1,100.0,30.0
[-93.28863,1,108.0,31.0
[-93.28883,1,284.0,39.0
[-93.28887,1,299.0,40.0
[-93.2889,7,5084.0,47.0
[-93.28904,1,370.0,41.0
[-93.2890527,1,85.0,29.0
[-93.28911,2,200.0,30.0
[-93.28988,1,780.0,48.0
[-93.29,1,733.0,47.0
[-93.2903607,1,221.0,37.0
[-93.29039,1,319.0,40.0
[-93.2903965,2,1809.0,49.0
[-93.29067,1,100.0,30.0
[-93.291,2,326.0,34.0
[-93.291   37.2092],1,148.0,33.0
[-93.2910012,1,173.0,35.0
[-93.29102,1,172.0,35.0
[-93.2911835,1,218.0,37.0
[-93.29137,1,439.0,43.0
[-93.2916951,1,136.0,33.0
[-93.2921219  37.1595345],1,266.0,38.0
[-93.2921381,1,336.0,41.0
[-93.2922989,2,183.0,29.0
[-93.2923,6,1372.0,36.666666666666664
[-93.29235,1,200.0,36.0
[-93.2929306  37.2044487],1,187.0,35.0
[-93.29363,1,100.0,30.0
[-93.29419  37.2203 ],1,238.0,38.0
[-93.29445,1,152.0,34.0
[-93.29491,1,100.0,30.0
[-93.29527,1,114.0,31.0
[-93.295372,3,782.0,38.0
[-93.29588  37.20778],1,332.0,40.0
[-93.29594,1,480.0,44.0
[-93.29596,1,100.0,30.0
[-93.29608,2,200.0,30.0
[-93.29677,1,478.0,44.0
[-93.29763,1,216.0,37.0
[-93.29796,1,100.0,30.0
[-93.29816,1,100.0,30.0
[-93.2985,4,1082.0,36.5
[-93.2985032,1,334.0,40.0
[-93.2986499,4,864.0,36.75
[-93.29914509999999,1,142.0,33.0
[-93.2991862  44.936079 ],1,413.0,42.0
[-93.2992734,1,127.0,32.0
[-93.29947,1,334.0,40.0
[-93.30017,1,586.0,45.0
[-93.3012,1,199.0,36.0
[-93.302228,1,8000.0,68.0
[-93.30244,1,134.0,33.0
[-93.30263,1,388.0,42.0
[-93.30516,1,172.0,35.0
[-93.30565,1,1500.0,54.0
[-93.30621,1,100.0,30.0
[-93.30648,1,224.0,37.0
[-93.30651929999999,1,298.0,39.0
[-93.306643,1,2000.0,56.0
[-93.30802,1,316.0,40.0
[-93.30929,1,100.0,30.0
[-93.30949,1,272.0,39.0
[-93.309608,1,100.0,30.0
[-93.3096237,1,170.0,35.0
[-93.3100022,1,109.0,31.0
[-93.31006719999999,2,676.0,41.0
[-93.31033,1,100.0,30.0
[-93.31147109999999,1,604.0,46.0
[-93.3144637  45.0742529],1,314.0,40.0
[-93.315834,1,227.0,37.0
[-93.3163071,1,181.0,35.0
[-93.317856,3,1017.0,40.333333333333336
[-93.317856   37.1662236],1,203.0,36.0
[-93.31821,1,547.0,45.0
[-93.31962,4,400.0,30.0
[-93.32007,2,1001.0,44.0
[-93.32212,1,575.0,45.0
[-93.3225432,1,73.0,27.0
[-93.3227615,1,126.0,32.0
[-93.32305,1,376.0,42.0
[-93.32412,1,100.0,30.0
[-93.324436,1,1000.0,50.0
[-93.32585,1,100.0,30.0
[-93.32585  44.56495],1,167.0,34.0
[-93.32601,1,190.0,36.0
[-93.326017,1,21000.0,76.0
[-93.32625,1,112.0,31.0
[-93.32627,1,263.0,38.0
[-93.3268,1,100.0,30.0
[-93.32692,2,200.0,30.0
[-93.32721,1,238.0,38.0
[-93.32926,1,285.0,39.0
[-93.33025,1,198.0,36.0
[-93.33061,1,242.0,38.0
[-93.3307401,2,442.0,37.0
[-93.33076,1,221.0,37.0
[-93.3313561,1,622.0,46.0
[-93.33205,1,100.0,30.0
[-93.33379,1,296.0,39.0
[-93.33462,5,500.0,30.0
[-93.33691,1,399.0,42.0
[-93.3370594282019,1,500000.0,100.0
[-93.3385395  44.9122381],1,277.0,39.0
[-93.33942,1,509.0,44.0
[-93.34095  38.34134],1,100.0,30.0
[-93.3412154,1,100.0,30.0
[-93.3415214,1,100.0,30.0
[-93.3415214  44.778084 ],1,100.0,30.0
[-93.34204,1,376.0,42.0
[-93.3424802,1,100.0,30.0
[-93.34292,1,100.0,30.0
[-93.34353,1,100.0,30.0
[-93.34378663308948,1,117.0,31.0
[-93.34403,1,753.0,48.0
[-93.34613,1,482.0,44.0
[-93.3462138,1,759.0,48.0
[-93.34695,1,100.0,30.0
[-93.34712,1,120.0,32.0
[-93.34715,1,120.0,32.0
[-93.34736,1,284.0,39.0
[-93.34768,1,182.0,35.0
[-93.34847  45.01238],1,166.0,34.0
[-93.34883,1,100.0,30.0
[-93.3494568,1,115.0,31.0
[-93.350268,1,235.0,37.0
[-93.35051,1,189.0,36.0
[-93.35134,1,100.0,30.0
[-93.35143  44.7759 ],1,100.0,30.0
[-93.3515,4,400.0,30.0
[-93.35238,1,100.0,30.0
[-93.352625,1,2500.0,58.0
[-93.35672,2,200.0,30.0
[-93.35879,2,375.0,35.5
[-93.35883,1,220.0,37.0
[-93.3591778,1,100.0,30.0
[-93.36227,1,715.0,47.0
[-93.36263,1,495.0,44.0
[-93.36273,9,900.0,30.0
[-93.36279,1,1314.0,52.0
[-93.3631744,1,259.0,38.0
[-93.36321,2,200.0,30.0
[-93.36360789999999,1,99.0,30.0
[-93.36367,1,236.0,37.0
[-93.36425,1,203.0,36.0
[-93.3645706,1,403.0,42.0
[-93.3648,1,100.0,30.0
[-93.36559899999999,2,354.0,35.0
[-93.3658,1,100.0,30.0
[-93.3661   45.03961],1,223.0,37.0
[-93.3678513,1,227.0,37.0
[-93.36798  37.89403],1,163.0,34.0
[-93.36842,1,100.0,30.0
[-93.3686555,1,80.0,28.0
[-93.37157,1,100.0,30.0
[-93.37163,1,270.0,39.0
[-93.37357,1,139.0,33.0
[-93.37391,1,396.0,42.0
[-93.3747,1,144.0,33.0
[-93.37511,1,100.0,30.0
[-93.37675,1,100.0,30.0
[-93.3773783,1,109.0,31.0
[-93.3777466,1,209.0,36.0
[-93.3779641,1,71.0,27.0
[-93.3785405,1,1125.0,51.0
[-93.378741,1,100.0,30.0
[-93.37941,1,442.0,43.0
[-93.3797228,3,300.0,30.0
[-93.38145,1,264.0,38.0
[-93.38176,3,300.0,30.0
[-93.382041,1,500.0,44.0
[-93.38232,1,379.0,42.0
[-93.38262,1,100.0,30.0
[-93.38269603693281,1,80000.0,88.0
[-93.3832652,1,100.0,30.0
[-93.38351,1,100.0,30.0
[-93.3856,3,824.0,38.666666666666664
[-93.3856  45.2063],1,255.0,38.0
[-93.38607,1,217.0,37.0
[-93.38657,1,100.0,30.0
[-93.38688,2,630.0,40.0
[-93.3874773,1,700.0,47.0
[-93.38757,1,262.0,38.0
[-93.38813,1,100.0,30.0
[-93.38849,1,481.0,44.0
[-93.38894,1,100.0,30.0
[-93.38905,1,100.0,30.0
[-93.38914,2,503.0,38.0
[-93.3892,1,225.0,37.0
[-93.38946,1,479.0,44.0
[-93.389539  45.19826 ],1,429.0,43.0
[-93.3896,1,242.0,38.0
[-93.3898538,1,2000.0,56.0
[-93.3905,1,100.0,30.0
[-93.39131,1,100.0,30.0
[-93.39185,1,100.0,30.0
[-93.39331,1,100.0,30.0
[-93.39395,12,1200.0,30.0
[-93.39395  45.16398],1,100.0,30.0
[-93.3955666,1,100.0,30.0
[-93.39921   45.187774],1,170.0,35.0
[-93.39965,1,570.0,45.0
[-93.40343,1,100.0,30.0
[-93.40475  45.04237],1,308.0,40.0
[-93.40592,1,934.0,49.0
[-93.40691,1,864.0,49.0
[-93.40739,1,100.0,30.0
[-93.4106,1,246.0,38.0
[-93.4109759,1,92.0,29.0
[-93.4113,1,487.0,44.0
[-93.4146,1,509.0,44.0
[-93.415,1,351.0,41.0
[-93.41678,1,324.0,40.0
[-93.4168549,1,916.0,49.0
[-93.418,1,277.0,39.0
[-93.41841,1,351.0,41.0
[-93.41957,1,100.0,30.0
[-93.42222  44.97549],1,153.0,34.0
[-93.4229,2,396.0,36.0
[-93.42348,3,300.0,30.0
[-93.42349,1,188.0,35.0
[-93.423692,2,3935.0,56.0
[-93.42441,2,200.0,30.0
[-93.42495,1,100.0,30.0
[-93.42586,1,3000.0,60.0
[-93.42657,1,293.0,39.0
[-93.42658,1,100.0,30.0
[-93.42742,1,107.0,31.0
[-93.43034,1,658.0,46.0
[-93.43249,1,100.0,30.0
[-93.4326016,1,333.0,40.0
[-93.4327,1,100.0,30.0
[-93.4327  44.8538],1,100.0,30.0
[-93.43271  37.2877 ],1,235.0,37.0
[-93.43272,1,281.0,39.0
[-93.43303,1,907.0,49.0
[-93.43685,1,897.0,49.0
[-93.43687,1,1331.0,52.0
[-93.4378898,1,309.0,40.0
[-93.43825,1,100.0,30.0
[-93.439432,1,2000.0,56.0
[-93.44111706769591,1,123.0,32.0
[-93.4411890507,1,100.0,30.0
[-93.44127,1,282.0,39.0
[-93.44135,1,100.0,30.0
[-93.44135539999999,1,345.0,41.0
[-93.44139,1,100.0,30.0
[-93.44212,1,167.0,34.0
[-93.44658  44.15442],1,1222.0,52.0
[-93.446602,1,114.0,31.0
[-93.44665,1,142.0,33.0
[-93.44891,1,100.0,30.0
[-93.45031,1,100.0,30.0
[-93.451932,2,1500.0,47.0
[-93.4523,1,1439.0,53.0
[-93.45255,1,243.0,38.0
[-93.45271,1,172.0,35.0
[-93.45272,1,247.0,38.0
[-93.46057,1,1328.0,52.0
[-93.461728,1,114.0,31.0
[-93.46354  44.78479],1,170.0,35.0
[-93.46391,1,278.0,39.0
[-93.46418,1,100.0,30.0
[-93.46921,1,294.0,39.0
[-93.473571,5,7264.0,49.8
[-93.47466,1,100.0,30.0
[-93.4749603,1,182.0,35.0
[-93.4764479  44.8571073],1,162.0,34.0
[-93.47703,1,451.0,43.0
[-93.4777,1,346.0,41.0
[-93.47809,1,386.0,42.0
[-93.4793240141094,1,26000.0,78.0
[-93.48325,2,332.0,33.5
[-93.48398  44.94018],1,181.0,35.0
[-93.48399,1,181.0,35.0
[-93.4860424,1,100.0,30.0
[-93.4883,1,350.0,41.0
[-93.48905,1,100.0,30.0
[-93.48959,1,100.0,30.0
[-93.48966,1,100.0,30.0
[-93.48979,2,540.0,39.0
[-93.4898896,1,1378.0,53.0
[-93.49001,1,216.0,37.0
[-93.49449,1,587.0,45.0
[-93.49528,1,824.0,48.0
[-93.49606,1,604.0,46.0
[-93.49838  44.94466],1,155.0,34.0
[-93.49882,1,100.0,30.0
[-93.4991   40.85875],1,100.0,30.0
[-93.49968109999999,1,464.0,43.0
[-93.5040627,1,103.0,30.0
[-93.50421  41.59434],1,221.0,37.0
[-93.5073,1,189.0,36.0
[-93.50828,1,321.0,40.0
[-93.50965,1,203.0,36.0
[-93.50967   44.800111],1,500.0,44.0
[-93.50986,1,100.0,30.0
[-93.5112,1,194.0,36.0
[-93.51124,1,506.0,44.0
[-93.51203799387261,1,80000.0,88.0
[-93.51301,1,577.0,45.0
[-93.51434,1,100.0,30.0
[-93.51574,1,209.0,36.0
[-93.516743,1,500.0,44.0
[-93.51959,1,100.0,30.0
[-93.52454,1,401.0,42.0
[-93.52545,1,117.0,31.0
[-93.52572  44.79853],1,307.0,40.0
[-93.53028,1,100.0,30.0
[-93.53231,1,164.0,34.0
[-93.53353,1,651.0,46.0
[-93.53448,1,245.0,38.0
[-93.53507,1,258.0,38.0
[-93.53696,1,100.0,30.0
[-93.53836,1,100.0,30.0
[-93.5402374,1,592.0,45.0
[-93.54359,1,365.0,41.0
[-93.54635,1,100.0,30.0
[-93.547486  37.436139],1,250.0,38.0
[-93.55017  37.06763],1,215.0,37.0
[-93.552172,1,1336.0,53.0
[-93.55276,1,100.0,30.0
[-93.553399,1,340.0,41.0
[-93.55403805181261,1,13000.0,72.0
[-93.55404,2,200.0,30.0
[-93.55415,2,200.0,30.0
[-93.55572370091326,1,12000.0,72.0
[-93.5562032,1,101.0,30.0
[-93.5583276,1,97.0,30.0
[-93.56229,2,1478.0,46.5
[-93.56244,2,200.0,30.0
[-93.56327,3,300.0,30.0
[-93.56347,2,200.0,30.0
[-93.5663455,1,106.0,31.0
[-93.56661,1,132.0,32.0
[-93.56809,2,387.0,35.5
[-93.5681305,1,222.0,37.0
[-93.57007,1,181.0,35.0
[-93.57273,3,300.0,30.0
[-93.57322  44.86111],1,166.0,34.0
[-93.57343,1,447.0,43.0
[-93.57426,1,657.0,46.0
[-93.5743954,1,100.0,30.0
[-93.57521,1,555.0,45.0
[-93.57538,1,100.0,30.0
[-93.57588,1,597.0,46.0
[-93.57639,1,167.0,34.0
[-93.577026,1,500.0,44.0
[-93.57705,1,100.0,30.0
[-93.57765,1,281.0,39.0
[-93.57831,1,509.0,44.0
[-93.57857,2,200.0,30.0
[-93.57963,1,172.0,35.0
[-93.57967235139107,1,35000.0,81.0
[-93.58033,1,100.0,30.0
[-93.58115,2,200.0,30.0
[-93.58183  45.55594],1,100.0,30.0
[-93.58202,1,543.0,45.0
[-93.5824,2,200.0,30.0
[-93.58362,2,200.0,30.0
[-93.58436,1,100.0,30.0
[-93.58538,1,390.0,42.0
[-93.58915,1,383.0,42.0
[-93.589375  44.824199],1,170.0,35.0
[-93.5909203,1,237.0,37.0
[-93.59104,1,287.0,39.0
[-93.59157  33.66706],1,268.0,39.0
[-93.59305,1,100.0,30.0
[-93.593397,1,654.0,46.0
[-93.59354,1,100.0,30.0
[-93.59358,1,100.0,30.0
[-93.5941923,1,100.0,30.0
[-93.59587  45.21635],1,274.0,39.0
[-93.5962146,2,616.0,39.5
[-93.59713,2,200.0,30.0
[-93.5979753276,1,219.0,37.0
[-93.59848,1,285.0,39.0
[-93.59848  44.74723],1,285.0,39.0
[-93.59954,3,300.0,30.0
[-93.59954  41.75218],1,100.0,30.0
[-93.59974  41.72441],1,100.0,30.0
[-93.59982,1,100.0,30.0
[-93.6001278,1,100.0,30.0
[-93.6012,1,100.0,30.0
[-93.60339,1,371.0,41.0
[-93.60441494  44.74034486],1,300000.0,100.0
[-93.60486,1,100.0,30.0
[-93.605468,1,100.0,30.0
[-93.6059642,1,100.0,30.0
[-93.60943,1,604.0,46.0
[-93.60971,1,100.0,30.0
[-93.6098821,1,135.0,33.0
[-93.60989,1,313.0,40.0
[-93.609952,1,96.0,30.0
[-93.610814,10,4142.0,42.2
[-93.610814   41.5898946],1,457.0,43.0
[-93.61148  41.6124 ],1,382.0,42.0
[-93.61251,1,175.0,35.0
[-93.61322,4,400.0,30.0
[-93.61608,4,400.0,30.0
[-93.6160889,1,215.0,37.0
[-93.6163963,3,351.0,31.333333333333332
[-93.61645773121576,1,90000.0,89.0
[-93.6166,1,100.0,30.0
[-93.6169,1,724.0,47.0
