lastfm_listeners,lastfm_playcount,lastfm_tag_1,primary_artist_name
332,"1,273",,Keyshia Cole Introducing Amina
"2,210,517","91,767,867",soul,Khalid
382,"1,436",,Khalid With John Mayer
707,"4,519",,Khalid x Disclosure
4,5,,Khalid x SAFE
44,492,,"Khalid, Ty Dolla $ign"
"262,754","7,204,537",Rap,Khantrast
"1,262","3,174",,Khari!
"32,282","281,132",piano,Khatia Buniatishvili
"74,427","1,322,010",doom metal,Khemmis
46,363,,Khia
"1,016,048","43,893,839",funk,Khruangbin
,,,Kiara (Duet With Shanice Wilson)
"4,563,030","263,972,794",Hip-Hop,Kid Cudi
"9,632","62,366",Rap,"Kid Cudi, Skepta"
"100,390","538,674",Rap,Kid Frost
"860,060","12,129,513",Hip-Hop,Kid Ink
"1,701","11,748",,"Kid Ink, Tyga, Wale, YG"
4,43,,Kid LAROI
"39,384","189,764",old school,Kid 'N Play
"1,163,449","15,300,470",rock,Kid Rock
"1,013,994","50,792,159",Hip-Hop,KIDS SEE GHOSTS
"625,368","7,078,620",Pop,Kiesza
"648,008","7,131,621",Pop,Kiiara
"52,969","335,190",Pop,Kiki Dee
"106,687","1,930,270",alternative,Kiki Rockwell
"5,646","16,945",,kikomori
"14,617","132,599",RnB,Kiley Dean
"24,823","636,121",ska punk,Kill Lincoln
"10,889","190,062",hard rock,Killer Dwarfs
106,449,,Killer Mike
"11,332","67,485",,Killer Queen
"284,633","10,891,645",cloud Rap,Killstation
"883,623","6,143,070",Pop,Kim Carnes
"48,533","463,821",hard rock,Kim Mitchell
"1,157,791","89,855,314",Pop,Kim Petras
650,"2,616",,Kim Richardson
"15,659","87,659",eurodance,Kim Sanders
"119,874","1,183,413",Smooth Jazz,Kim Waters
"136,708","643,502",soul,Kim Weston
"1,067,055","10,627,744",80s,Kim Wilde
"46,901","345,068",Pop,Kimberley Locke
"2,384","28,361",RnB,Kimberly Nichole
741,"3,978",90s,Kimberly Scott
"684,346","9,791,437",hardcore,Kina
"320,440","3,817,827",Disco,Kindness
"132,203","1,045,786",Neo-Soul,Kindred the Family Soul
"280,506","3,478,324",80s,King
"1,222,901","62,404,561",Progressive rock,King Crimson
"212,245","1,241,911",jazz,King Curtis
"128,866","536,687",soul,King Floyd
"19,365","192,637",Gangsta Rap,King George
"906,366","105,678,591",Psychedelic Rock,King Gizzard
"661,983","5,218,989",classic rock,King Harvest
"9,542","47,940",new york,King Just
360,593,,King Kxmi
"181,684","3,440,166",Pop,KiNG MALA
"914,949","56,369,883",drill,King Von
,,,King Yellowman
"170,535","2,864,771",hard rock,Kingdom Come
671,"7,157",hard rock,Kingofthehill
"53,249","2,602,236",indie,Kings Kaleidoscope
"1,861","27,884",hard rock,Kings Of The Sun
"5,192","106,549",quebec,kinji00
"365,121","4,014,402",indie,Kinneret
"353,159","15,599,467",Progressive rock,KINO
"1,319","5,295",Pop,Kinsu
"222,820","3,218,402",Country,Kip Moore
408,"1,520",All,Kirby St. Romain
"1,789","14,051",piano,Kirill Gerstein
"268,946","4,312,553",gospel,Kirk Franklin
"19,385","277,957",Belarusian,kirkiimad
"260,219","2,097,842",Rap,Kirko Bangz
"506,486","9,866,373",indie,Kishi Bashi
"3,097,864","86,716,275",hard rock,KISS
64,319,,Kiss This
"25,369","250,649",new wave,Kissing The Pink
"12,114","203,273",bluegrass,Kitchen Dwellers
"309,134","6,191,051",indie Pop,Kitty Craft
"227,060","1,445,686",female vocalists,Kitty Kallen
"141,178","915,399",Country,Kitty Wells
"58,833","856,372",folk metal,Kivimetsän Druidi
"163,046","1,757,704",hard rock,KIX
"44,305","236,883",RnB,K'Jon
"53,826","1,144,633",art Pop,Klô Pelgag
"37,439","209,579",dubstep,Kløn
"330,374","4,732,304",House,Klaas
"134,195","1,713,038",Progressive rock,Klaatu
"562,546","7,114,251",House,Klangkarussell
"823,003","14,108,397",Soundtrack,Klaus Badelt
"69,401","645,929",,Kleenex
"5,093","27,948",baffi di un certo livello,Klique
"80,536","417,343",funk,Klymaxx
"87,308","987,714",Hip-Hop,K-Maro
4,5,,Knoc-Turn'Al With Dr. Dre
"27,744","651,954",deathgrind,Knoll
534,"1,597",,Ko Ko Taylor
"138,437","1,312,443",,kobzx2z
"1,712,487","97,812,215",tRap,Kodak Black
6,9,,"Kodak Black, NLE Choppa, Jimin, JVKE"
"1,431,496","29,541,170",indie rock,Kodaline
"52,190","1,008,846",metal,Kodoku
"17,858","254,732",Country,Kody West
"155,597","5,400,276",Country rock,Koe Wetzel
"55,303","343,780",soul,Koffee Brown
"100,137","2,244,147",psychobilly,Koffin Kats
"37,179","893,698",,Kohei Tanaka
"84,007","3,338,455",Progressive rock,KOI
"269,263","9,057,576",,Koji Kondo
"32,517","535,548",post-rock,Kokomo
"284,530","3,369,156",jazz,KOKOROKO
6,11,,Kolbeef
"2,857","10,125",,KOLBEIN
"23,586","421,781",Country,Kolby Cooper
"44,672","593,662",dubstep,Kompany
"71,843","916,848",french,Kompromat
"56,680","361,639",SynthPop,Kon Kan
282,"2,908",,Konet
"6,960","24,611",Disco,Kongas
"440,668","6,179,679",rock,KONGOS
"12,506","73,625",Pop,Koo Koo
"1,992,978","20,781,917",funk,Kool
"289,433","2,622,048",Hip-Hop,Kool G Rap
"100,689","464,323",old school,Kool Moe Dee
"8,952","150,641",,Kori King
"3,296,814","237,270,232",Nu Metal,Korn
"1,514","9,752",alternative metal,Korona
"30,132","269,048",gospel,Koryn Hawthorne
"48,662","880,697",anime,Kotaro Nakagawa
"316,293","6,424,076",Hip-Hop,Kottonmouth Kings
1,4,,KPop Club Night
,,,KPop Night
,,,KPR Big Band Christmas
"1,370,331","41,364,048",Electronic,Kraftwerk
6,189,,Kraig Parker
"123,047","1,154,826",doom metal,Kranium
"304,915","3,624,162",House,KREAM
"482,620","6,818,302",Hip-Hop,Kreayshawn
"1,855","4,558",,Kremor
"583,253","12,272,358",dubstep,Krewella
"344,247","8,637,792",American Idol,Kris Allen
"7,733","16,030",techno,Kris James
"5,713","31,015",oldies,Kris Jensen
"439,554","4,874,468",Country,Kris Kristofferson
"447,293","2,101,304",Hip-Hop,Kris Kross
"134,422","1,810,637",chinese,Kris Wu
"20,511","270,648",Soundtrack,Kristen Bell
"20,740","192,793",american,"Kristen Bell, Agatha Lee Monn"
"81,016","690,195",indie Pop,Kristiane
"44,064","276,232",,Kristine W
"296,052","2,075,284",Pop,Kristinia DeBarge
"128,006","3,492,846",jazz,Kristofer Maddigan
35,267,,Kristy
"200,571","2,812,520",hard rock,Krokus
"8,987","56,236",Italo Disco,KROMA
"372,474","4,593,633",contemporary classical,Kronos Quartet
"742,534","8,257,475",Hip-Hop,KRS-One
"686,813","17,310,261",Hip-Hop,KSI
530,"1,583",,KSI x Lil Wayne
"2,012,981","35,995,840",female vocalists,KT Tunstall
"32,264","271,782",Electronic,Kujah
"90,287","1,085,064",bollywood,Kumar Sanu
,,,Kumbia Kings
"821,342","9,443,022",House,Kungs
"2,104","28,560",france,Kungs vs Cookin' On 3 Burners
"569,677","9,730,948",chillout,Kupla
"264,472","1,175,735",Hip-Hop,Kurtis Blow
"75,104","638,002",RnB,Kut Klose
"153,352","3,321,017",RnB,kwn
154,443,,Kxng Leó
"40,224","394,122",House,KYANU
"1,909,653","56,943,945",Electronic,Kygo
363,"6,177",,Kygo x Selena Gomez
635,"4,397",,Kygo X Whitney Houston
"1,091,930","17,414,803",Hip-Hop,KYLE
"422,671","10,168,278",Soundtrack,Kyle Dixon
"2,448","8,357",Country,Kyle McKearney
"127,190","888,699",tech house,Kyle Watson
"4,916","60,333",,kylekelly
"3,443,246","170,353,761",Pop,Kylie Minogue
"21,885","117,256",House,Kym Sims
"3,251","13,204",Rap,Kyper
"96,928","768,912",,Kyu Sakamoto
"758,649","36,516,468",Stoner Rock,Kyuss
213,379,,L. Charlemagne
"339,249","4,314,446",hard rock,L.A. Guns
21,66,,L.A. Jets
"41,943","198,259",techno,L.A. Style
"1,740","11,631",los angeles,L.A.D.
,,,L.B.C. Crew
,,,L.F.O. (Lyte Funky Ones) (Featuring Kayo)
"162,864","1,098,843",soul,L.T.D.
"24,678","124,875",dubstep,L.V.
146,323,,L3NA
291,"3,831",,La Arrolladora Banda Limón
"26,480","367,769",folk,La Bottine Souriante
"879,480","6,648,799",eurodance,La Bouche
"653,239","46,150,601",post-hardcore,La Dispute
"13,439","218,032",State Fair of Texas 2021,La Energia Nortena
"3,003","20,755",Disco,La Flavour
,,,La grande veillée du 2 Pierrots
"102,305","754,763",,La India
569,"2,356",female vocalist,La La Brooks
"9,512","53,584",Electronic,La La Land
"31,334","1,023,058",,La Mano 1.9
"2,223,230","49,706,145",electroPop,La Roux
"51,912","448,818",latin,La Santa Cecilia
,,,L’Ensemble En direct de l’Univers
33,285,,Labamba's Big Band
"26,682","254,369",Pop,Laban
"266,875","1,181,932",soul,Labelle
"2,444,274","70,958,188",Electronic,Labrinth
24,499,,"Labrinth, Sia"
"340,206","3,750,515",SynthPop,Labyrinth Ear
"4,551","10,075",Pop,Laci Kay Somers
271,"1,644",,Ladies of the 80's
"650,337","8,599,428",,Lady A
"1,114,625","19,675,196",Country,Lady Antebellum
"49,583","416,949",soul,Lady Blackbird
"2,394","26,740",soul,Lady Flash
"7,483,031","976,024,824",Pop,Lady Gaga
2,4,,Lady Gaga&Bruno Mars
"68,224","1,055,935",post-hardcore,Lady Radiator
"437,033","6,704,193",Grime,Lady Sovereign
"152,967","1,591,283",african,Ladysmith Black Mambazo
"5,901","27,728",,LAERZ
"47,814","421,530",art Pop,Lafawndah
341,517,,Lafferty
"106,051","2,726,256",,lagosta
"358,630","2,615,970",reggae,Laid Back
814,"6,257",Country rock,Laid Back Country Picker
"407,326","2,587,383",House,Laidback Luke
"2,676","18,693",,Laime
"204,904","4,071,227",Country,Lainey Wilson
"5,674","26,282",freestyle,Laissez Faire
"166,597","1,856,455",indie Pop,Lake
"435,256","8,260,000",soul,Lake Street Dive
"154,960","748,931",funk,Lakeside
"28,711","412,059",post-hardcore,Lakeview
"3,504","11,907",german,Lale Anderson
39,90,,Lali Banks
465,"1,656",,Lally Stott
"313,561","2,869,916",jazz,Lalo Schifrin
"1,429,632","80,428,270",groove metal,Lamb of God
"59,153","303,535",soul,Lamont Dozier
737,"5,386",female,Lana Cantrell
"5,055,362","1,475,937,290",indie,Lana Del Rey
"93,786","963,642",Pop,LANCO
"143,236","2,385,248",Electronic,Landon Conrath
"152,008","2,770,456",Hip-Hop,Landon Cube
"332,438","3,324,400",indie,Landon Pigg
"432,093","5,156,499",folk,Langhorne Slim
"33,018","129,282",jazz,Lani Hall
"15,407","95,794",classic rock,Lanie Gardner
160,930,drjazzmrfunkmusic,Lanier
"883,162","39,699,899",SynthPop,LANY
"351,634","6,288,491",female vocalists,Lara Fabian
,,,Larger Than Life Presents
"6,436","112,411",Country,Lari White
"81,876","519,909",,Larray
"3,270","17,186",jazz fusion,Larry Bright
"190,284","1,997,065",jazz,Larry Carlton
"1,024","4,526",,Larry Elgart
"3,786","13,788",rockabilly,Larry Finnegan
"45,843","622,690",Country,Larry Fleet
"4,037","19,131",Country,Larry Gatlin
"46,110","211,341",funk,Larry Graham
"30,859","313,892",Country,Larry Groce
"5,853","35,201",oldies,Larry Hall
965,"7,416",Singer/Songwriter,Larry John McNally
"543,801","19,059,411",Rap,Larry June
"3,374","18,978",bluegrass,Larry Keel
"5,098","27,482",AOR,Larry Lee
"1,179","5,046",70's,Larry Santos
,,,Larry Stevens Band
"9,120","27,492",funny,Larry Verne
"9,881","40,063",soul,Larry Williams
"2,822","32,284",Fusion,Larsen-Feiten Band
"490,576","2,811,430",spanish,Las Ketchup
"451,362","4,839,502",dance,Lasgo
,,,LASSO Montreal
"38,070","232,622",Pop Punk,Last Call
"407,564","13,099,069",indie,Last Dinosaurs
349,"3,639",Stoner Rock,last fair deal
"6,223","38,873",rock,Last Train Home
2,2,,LaTanya
"545,654","11,065,495",indie,Late Night Drive Home
"157,405","617,045",soul,Latimore
41,141,,Latin Alliance
"33,374","162,338",House,LaTour
"5,715","34,005",,LaToya Jackson
"883,664","15,910,898",Rap,Latto
"2,103,045","223,174,088",Bossa Nova,Laufey
"927,616","8,301,803",Pop,Laura Branigan
"2,451","7,904",freestyle,Laura Enea
"36,886","378,291",Soundtrack,Laura Karpman
"56,544","244,967",soul,Laura Lee
"1,405,621","45,294,915",folk,Laura Marling
"193,965","2,999,248",singer-songwriter,Laura Nyro
"560,022","21,986,083",Pop,Laura Pausini
"357,094","4,365,302",Southern Rock,LAUREL
"134,953","1,732,797",Country,Lauren Alaina
"373,514","5,648,665",Pop,Lauren Daigle
"11,179","90,515",the voice,Lauren Duski
"123,783","860,419",acoustic,Lauren O'Connell
"358,102","6,533,647",Pop,Lauren Spencer Smith
"150,458","1,477,218",Canadian,Lauren Spencer-Smith
"50,070","259,781",female vocalists,Lauren Wood
"5,908","32,009",Neo-Soul,Laurnea
"1,103,592","17,725,864",soul,Lauryn Hill
"1,679,994","74,778,903",Pop,Lauv
"222,243","1,086,090",rhythm and blues,LaVern Baker
459,"2,739",,Laverne
350,"1,444",70s,Lawrence Reynolds
"47,825","287,815",Lawrence Welk,Lawrence Welk
,,,Lawrence Welk His Orchestra
"645,213","8,721,667",jersey club,Lay Bankz
"6,604","25,069",Pop,Layla Benitez
395,"1,167",dub,Layng Martine
11,41,,"Layton Greene, Lil Baby, City Girls"
"26,282","313,250",Grime,Layz
"228,247","5,153,158",synthwave,Lazerhawk
330,"2,299",ballads,Lazy Racer
"2,382,368","92,436,705",Electronic,LCD Soundsystem
"252,083","3,535,833",electro,Le Castle Vania
"81,777","340,077",eurodance,Le Click
,,,Le Grand Hommage à Led Zeppelin - Kashmir Experience
"2,998","16,792",Disco,Le Pamplemousse
"2,235","26,893",,Le Roux
"1,511,004","266,917,808",k-Pop,LE SSERAFIM
"1,768,414","30,652,959",Electronic,Le Tigre
"9,384","205,880",folk,Le Vent Du Nord
"306,156","8,329,734",Pop,Lea Michele
"1,421","7,271",soul,Lea Roberts
"9,868","21,768",,League Minimum
"1,177,502","52,799,180",Soundtrack,League of Legends
"17,656","161,547",singer-songwriter,Leah Andreone
"907,446","10,387,124",Country,LeAnn Rimes
"80,273","1,231,240",my top songs,LEAP
"12,732","47,838",oldies,Leapy Lee
"644,441","16,525,659",post-punk,Lebanon Hanover
"2,413","10,911",rock,LeBlanc
"4,824,792","332,671,842",classic rock,Led Zeppelin
54,471,,Led Zeppelin 2
55,105,,Lee
500,"1,945",,Lee Allen
"3,762","21,227",lofi,Lee An
"1,310","5,175",,Lee Andrews
"368,099","3,042,406",Country,Lee Ann Womack
"501,267","6,878,379",Country,Lee Brice
"140,128","1,792,185",American Idol,Lee DeWyze
"261,754","1,702,494",soul,Lee Dorsey
"107,219","817,712",soul,Lee Fields
"3,931","13,736",northern soul,Lee Garrett
"106,919","749,437",Country,Lee Greenwood
"39,431","188,188",classic rock,Lee Michaels
"523,253","4,285,492",jazz,Lee Morgan
"17,058","96,845",harmonica,Lee Oskar
"255,065","2,747,701",jazz,Lee Ritenour
"263,484","2,363,965",soul,Leela James
"174,716","1,947,784",blues rock,Left Lane Cruiser
"95,079","1,639,902",deathcore,Left To Suffer
"44,427","1,639,887",,Leftover Crack
"85,030","781,909",bluegrass,Leftover Salmon
"135,318","1,081,158",Country,Lefty Frizzell
"20,858","218,470",Hip-Hop,Lefty Gunplay
92,218,,Legacy Of Sound
2,2,,Legends In Concert
542,"6,795",Country,Legends of Country
,,,Legends of New Country: Wallen
122,"1,620",heavy metal,Legends of Rock
"8,538","86,597",screamo,LEIDAN
"39,423","201,113",Disco,Leif Garrett
"42,501","387,431",piano,Leif Ove Andsnes
36,119,,Leila K With Rob 'N' Raz
"757,877","25,375,075",folk,Leith Ross
"182,688","1,436,678",latin,Lele Pons
"19,993","89,485",60s,Lemon Pipers
"590,883","6,643,869",Pop,Len
"39,129","161,231",60s,Len Barry
"422,705","2,282,736",jazz,Lena Horne
"1,876","21,879",All,Lena Zavaroni
"15,939","433,433",Pop,Lena&Linus
"1,613","20,549",french,Lendemain de Veille
"2,877,183","52,109,002",rock,Lenny Kravitz
"29,342","236,535",praise & worship,Lenny LeBlanc
521,"1,463",,Lenny Miles
482,"2,182",,Lenny O'Henry
"22,378","88,932",Pop,Lenny Welch
249,960,,Lenore O'malley
"172,432","2,465,347",folk,Leo Kottke
"19,296","385,910",,Leo Ku
"522,187","3,485,033",Pop,Leo Sayer
"1,607","12,016",Disco,Leon
"29,449","205,935",instrumental,Leon Alex
556,"1,956",,Leon Hayward
"108,957","430,813",funk,Leon Haywood
"94,184","821,306",jazz,Leon Redbone
"230,409","2,004,914",classic rock,Leon Russell
"789,065","17,805,361",jazz,Leon Thomas
"2,448,724","44,728,409",Pop,Leona Lewis
"2,060,747","82,842,932",folk,Leonard Cohen
"16,369","88,457",conductor,Leonard Slatkin
"3,953","19,903",,Leonid
"7,175","50,421",Classical,Leonidas Kavakos
"191,102","2,924,012",folk,Lera Lynn
"2,079","7,425",,LEROCQUE
"1,307","5,416",Country,Leroy Pullins
"44,204","222,608",Country,Leroy Van Dyke
"22,234","101,318",All,Les Compagnons De La Chanson
276,693,rock n roll,Les Cooper
"4,001","19,929",spoken word,Les Crane
126,632,,Les Emmerson
"26,477","583,571",canada,Les Louanges
"19,151","96,841",jazz,Les McCann
,,,"Les meilleurs hits Soul, Motown, Disco avec Freddie James Project"
"9,512","48,514",,Les Paul
,,,Les soirées Jazz Cabaret Chic
"42,139","1,336,828",quebecois,Les Trois Accords
"6,409","43,037",soul,Leschea
"1,121,921","11,788,181",60s,Lesley Gore
"30,462","128,596",Pop,Leslie Carter
"16,575","166,626",jazz,"Leslie Odom, Jr."
"1,830","9,343",80s,Leslie Pearl
"4,472","17,454",easy listening,Leslie Uggams
,,,Let’s Sing Taylor - A Live Band Experience Celebrating Taylor Swift
"103,297","1,937,960",modern rock,Letdown.
"379,843","2,578,922",RnB,LeToya
28,77,,Let's Groove Tonight
99,184,,Let's Hang On
"69,825","976,604",emo,Letter Kills
"343,686","3,663,584",alternative,Letters To Cleo
"199,277","2,748,408",funk,Lettuce
"530,342","6,402,927",80s,Level 42
"35,340","571,947",,Level Up
"77,333","369,623",soul,Levert
"75,498","805,022",jazz,Levity
"1,470,956","49,820,307",Pop,Lewis Capaldi
"1,669","7,175",,Lexdez
925,"1,438",,Lexie Stevenson
"24,408","137,100",hard rock,Lez Zeppelin
"424,212","4,478,388",techno,LFO
"12,260","148,523",,LG Malique
7,8,,Lia Morena
"842,772","13,845,417",Pop,Liam Payne
"35,986","415,837",male soul vocalists,Liam St. John
706,"1,538",,Libby Ember
"371,655","3,445,845",afrobeat,Libianca
"11,878","42,384",House,Lidell Townsell
"2,145,709","54,656,632",rock,Lifehouse
109,648,ambient,Light Of Day
"28,904","244,163",hardcore,Lighthouse
"75,067","745,023",,Lightning Seeds
"625,903","28,342,661",Pop,Lights
,,,Lights All Night
"55,778","1,158,086",Pop Punk,Like Pacific
"1,535,359","156,244,301",Rap,Lil Baby
,,,"Lil Baby, 42 Dugg"
"9,201","92,979",Merge,"Lil Baby, Lil Durk"
"3,724","33,034",,"Lil Baby, Young Thug"
13,36,,Lil Boosie
13,23,,Lil' Boosie
"37,975","191,119",Hip-Hop,Lil Bow Wow
"679,994","53,112,693",Rap,Lil Darkie
"691,071","9,045,451",Rap,Lil Dicky
"1,041,046","61,006,382",drill,Lil Durk
"3,037","27,331",,"Lil Durk, 6LACK"
13,26,,Lil' Duval
"1,542","7,593",,Lil Ed
"432,024","2,341,468",Dirty South,Lil' Flip
"185,183","3,180,380",cloud Rap,Lil God Dan
"125,155","2,868,468",Hip-Hop,Lil Gotit
"912,648","5,835,476",Crunk,Lil Jon
"728,806","8,930,571",Hip-Hop,Lil' Kim
"29,705","1,389,626",Rap,Lil Lano
"13,443","48,146",,Lil Louis
"422,756","7,996,520",Rap,Lil Mabu
"338,602","1,683,981",Hip-Hop,Lil Mama
"118,406","572,981",RnB,Lil' Mo
"926,544","25,191,440",cloud Rap,Lil Mosey
1,1,,Lil Mosey x Gunna
"2,551,135","112,382,541",Hip-Hop,Lil Nas X
"2,066,508","343,048,292",cloud Rap,Lil Peep
"699,963","12,733,873",Hip-Hop,Lil Pump
"4,267","6,900",,Lil Q
"142,720","1,303,172",Chicano Rap,Lil Rob
"13,959","60,811",Hip-Hop,Lil' Romeo
"149,580","933,743",Crunk,Lil ScRappy
"126,056","935,772",Hip-Hop,Lil Shordie Scott
"805,418","38,067,259",Hip-Hop,Lil Skies
"78,454","559,476",freestyle,Lil Suzy
"37,681","479,392",Pop,LIL TAY
"1,683,367","147,671,485",Rap,Lil Tecca
"908,664","59,431,007",Rap,Lil Tjay
"2,016","27,060",,"Lil Tjay, Fivio Foreign"
"5,300","53,311",Merge,"Lil Tjay, Polo G"
,,,Lil' Troy
"2,582,677","397,840,618",tRap,Lil Uzi Vert
"3,431,035","158,094,137",,Lil Wayne
4,4,,Lil' Wayne
"1,088","3,110",,"Lil Wayne, Jelly Roll"
17,211,,"Lil Wayne, Wiz Khalifa"
"467,015","7,622,460",cloud Rap,Lil Xan
"1,735,438","124,978,456",tRap,Lil Yachty
27,91,,"Lil Yachty, Drake"
22,85,,Lil' Zane
"221,886","3,326,859",latin,Lila Downs
"3,569","12,928",,Lila Holler
"24,710","210,023",Country,Lila McCann
968,"1,549",,Lila Wilde
"790,162","7,357,166",,Lilly Wood
"1,577","10,219",,Lillywood
"94,421","617,730",,lilster
"3,641,002","123,802,412",Pop,Lily Allen
"347,871","1,908,166",80s,Limahl
"118,643","1,563,261",Pop,Limi
227,"2,406",star search,Limited Warranty
"2,241","7,302",,Limmie
"3,975,537","166,545,757",Nu Metal,Limp Bizkit
"2,327","12,033",FreeStyle Music,Lina Santiago
"34,799","156,566",Disco,Linda Clifford
"33,107","160,701",soul,Linda Jones
"1,194","4,330",female vocalists,Linda Laurie
"656,444","8,212,630",Country,Linda Ronstadt
69,"1,150",,Linda Ronstadt (Featuring Aaron Neville)
"81,115","598,492",Pop,Linda Scott
"84,543","912,290",folk rock,Lindisfarne
"32,951","346,407",Country,Lindsay Ell
"1,012,992","17,148,544",Pop,Lindsay Lohan
"316,123","3,306,490",rock,Lindsey Buckingham
163,299,,Lindsey Fish
"7,807","210,899",the voice,Lindsey Pavao
"651,189","24,676,441",violin,Lindsey Stirling
"9,334","107,188",soul,Lindsey Webster
"40,574","183,391",freestyle,Linear
"2,232","14,830",Pop,Liner
"50,807","343,302",Crust,Link
"408,501","3,934,423",rockabilly,Link Wray
"6,722,435","696,660,855",Nu Metal,Linkin Park
"59,233","279,886",,Linkin Park X Steve Aoki
505,"2,021",,Lin-Manuel Miranda
"1,690,461","18,268,904",soul,Lionel Richie
,,,Lionheart Music Fest
"199,470","883,511",Disco,"Lipps, Inc."
"14,944","89,957",Disco,Liquid Gold
"1,959","12,090",Psychedelic Rock,Liquid Smoke
"184,440","2,203,515",dubstep,Liquid Stranger
"8,811","60,904",violin,Lisa Batiashvili
"23,809","184,899",soul,Lisa Fischer
"1,862","21,170",90s,Lisa Keith
"10,591","42,839",female vocalists,Lisa Lisa
"607,716","5,232,424",female vocalists,Lisa Loeb
"40,135","421,967",irish,Lisa O'Neill
,,,Lisa Sherman's Disco Connection
"506,149","4,715,150",Pop,Lisa Stansfield
"20,217","109,830",freestyle,Lisette Melendez
"1,148,709","11,375,871",alternative rock,Lit
"317,441","2,786,635",hard rock,Lita Ford
9,28,,Lita Ford (Duet With Ozzy Osbourne)
"428,265","8,764,458",hip hop,Lithe
"10,103","49,459",,Little Anthony
"667,956","7,741,095",Country,Little Big Town
20,97,,Little Bill
"13,578","161,532",hard rock,Little Caesar
"1,023","4,356",doo wop,Little Carl Carlton
"4,720","18,161",blues,Little Esther Phillips
"285,755","1,240,016",60s,Little Eva
"443,614","6,234,742",Southern Rock,Little Feat
"1,269","9,497",,Little Jimmy Osmond
16,24,,Little Jimmy Osmond with The Mike Curb Congregation
173,318,,Little Jo Ann
76,230,,Little Joey
"12,710","49,613",blues,Little Johnny Taylor
"1,524","3,450",,Little Jr. Parker
"22,062","84,727",,Little Junior Parker
"136,309","744,298",blues,Little Milton
"1,770,296","109,693,757",Pop,Little Mix
"62,730","391,646",60s,Little Peggy March
220,"1,334",,Little Raine Band
"981,771","9,930,848",Rock and Roll,Little Richard
"561,823","5,039,163",classic rock,Little River Band
"16,531","63,337",Crust,Little Sister
"32,989","294,961",rock,Little Steven
"10,499","51,389",,Little Stevie Wonder
"117,205","814,814",Country,Little Texas
"145,946","775,757",soul,Little Willie John
"1,383,206","25,243,509",alternative rock,Live
3,3,,Live Dead
"19,126","83,512",underground hip-hop,Live Wire
"3,045","18,599",Garage Rock,Liverpool Five
56,454,,Liverpool Legends
"218,684","1,408,102",House,Livin' Joy
"653,761","8,292,832",hard rock,Living Colour
"180,527","945,771",Pop,Living In A Box
"190,478","2,305,027",Hip-Hop,Living Legends
520,"3,344",Power metal,Living Wreckage
"25,966","176,370",singer-songwriter,Livingston Taylor
"5,704","37,508",easy listening,Liz Damon's Orient Express
"818,136","15,888,868",female vocalists,Liz Phair
"224,854","2,931,748",All,LIZOT
,,,Lizzie Donzis
"1,698,227","54,875,353",Hip-Hop,Lizzo
1,1,,Lizzy
"1,308,832","97,008,494",indie Pop,Lizzy McAlpine
"1,186,429","11,739,821",Hip-Hop,LL Cool J
"1,516,500","16,356,997",RnB,Lloyd
"1,094,779","9,853,200",Rap,Lloyd Banks
"206,301","928,862",soul,Lloyd Price
"2,496,919","35,302,187",Electronic,LMFAO
"7,527","21,684",,LMNT 115
"100,468","642,014",american,LO LA
62,"3,820",,Lo Mejor del Rock
"249,224","1,668,697",70s,Lobo
,,,Local Band Showcase
"606,407","9,373,902",Grunge,Local H
"64,142","683,795",Country,LOCASH
"1,366","8,383",,Loe Shimmy
"297,470","20,387,407",Lo-Fi,Lofi Fruits Music
"28,939","487,114",,Logan Michael
"5,088","34,654",jazz,Logan Richardson
"296,320","2,229,586",classic rock,Loggins
"1,676,709","101,499,472",Hip-Hop,Logic
39,104,,Lois Fletcher
"1,927","19,183",90s,Lo-Key?
"149,051","1,411,020",Pop,Lola Blanc
,,,Lola Brooke X Latto X Yung Miami Or
"102,602","694,913",Country,Lola Kirke
"1,083,711","22,867,730",Pop,Lola Young
"131,727","706,238",Disco,Loleatta Holloway
"104,211","3,036,203",eurobeat,Lolita
"357,656","3,442,011",Soundtrack,London Music Works
"577,387","6,060,111",Classical,London Symphony Orchestra
"266,725","1,451,321",Pop,Londonbeat
"28,792","277,390",Alt-Country,Lone Justice
"687,715","6,050,666",Pop,Lonely God
"138,987","1,090,019",,LonelyEve
"591,067","5,014,051",Country,Lonestar
"34,317","232,788",blues,Long John Baldry
919,"3,642",,Lonnie Donegan
"27,736","174,957",Pop,Lonnie Gordon
"60,838","334,869",blues,Lonnie Mack
"4,179","11,205",Rock and Roll,Lonnie Russ
,,,Lonzo
"688,992","5,295,524",classic rock,Looking Glass
12,60,,Loon
"212,326","1,554,169",soul,Loose Ends
"2,200,562","67,849,164",folk,Lord Huron
"160,246","8,108,186",Gothic Rock,Lord of the Lost
,,,"LORD OF THE RINGS, THE HOBBIT"
"9,480","40,379",50s,Lord Rockingham's XI
"19,552","82,413",Hip-Hop,Lord Tariq
"3,585,427","417,852,552",Pop,Lorde
"1,255","5,751",,Lords Of The Sound
"13,306","181,434",heavy metal,Lords of the Trident
"261,715","2,436,114",Hip-Hop,Lords Of The Underground
"765,944","19,685,624",Pop,Loreen
"590,748","20,418,549",celtic,Loreena McKennitt
"390,048","3,994,381",Soundtrack,Loren Allred
71,598,,Lorenzo Lamas
"442,060","5,600,569",Country,Loretta Lynn
