lastfm_listeners,lastfm_playcount,lastfm_tag_1,primary_artist_name
"306,138","7,486,750",Soundtrack,Lorne Balfe
"31,365","239,225",Country,Lorne Greene
"87,136","495,725",soul,Lorraine Ellison
"94,275","794,671",Country,Lorrie Morgan
"71,339","1,151,943",cumbia,Los Angeles Azules
"147,262","838,016",60s,Los Bravos
"32,017","93,888",spain,Los Del Mar
"629,984","2,663,343",Pop,Los Del Rio
"67,056","629,997",instrumental,Los Indios Tabajaras
"1,128","7,095",,"Los Legendarios, Wisin"
"691,005","5,977,936",rock,Los Lobos
"234,570","2,142,848",rock,Los Lonely Boys
"10,950","145,128",,Los Pescadores del Rio Conchos
"2,943","10,925",soul,Los Pop Tops
"109,014","1,476,480",Surf,Los Straitjackets
"291,291","6,325,325",norteño,Los Tigres del Norte
"316,144","4,125,641",mexico,Los Tucanes De Tijuana
"13,713","63,300",latin,Los Umbrellos
"116,297","890,581",Hip-Hop,Lost Boyz
"1,184,266","23,193,717",deep house,Lost Frequencies
"1,474,584","50,993,799",alternative rock,Lostprophets
"196,349","1,756,507",singer-songwriter,Lotte Kestner
"234,083","2,920,150",Electronic,Lotus
"988,068","5,726,888",Pop,Lou Bega
"92,029","551,714",60s,Lou Christie
"11,945","63,814",soul,Lou Courtney
"363,416","2,152,888",jazz,Lou Donaldson
"104,920","709,870",rock,Lou Gramm
"39,921","173,837",soul,Lou Johnson
"157,821","591,198",italian,Lou Monte
"450,546","2,910,764",soul,Lou Rawls
"2,292,432","52,503,867",rock,Lou Reed
"14,395","338,258",indie Pop,Lou-Adriane Cassidy
"55,132","821,683",psyTrance,Loud
"642,530","8,445,241",House,Loud Luxury
"9,933","433,003",alternative,Louden Swain
6,9,,Louder Than Life
"323,322","4,204,959",folk,Loudon Wainwright III
101,331,,Louie Cruz Beltran
"8,706","76,594",dance,Louie Devito
"5,926","26,016",90s,Louie Louie
"2,922,607","43,458,174",jazz,Louis Armstrong
"767,207","6,348,328",jazz,Louis Prima
"695,087","67,356,044",Pop,Louis Tomlinson
"388,961","4,537,526",indie rock,Louis XIV
138,721,,Louise Brown
"8,199","34,276",Pop,Louise Goffin
"4,304","28,319",SynthPop,Louise Tucker
62,324,,Louisiana's Le Roux
"22,941","412,422",Canadian,Louis-Jean Cormier
"935,077","16,087,899",Psychedelic Rock,Love
"10,419","73,673",bluegrass,Love Canon
666,"1,543",70s,Love Childs Afro Cuban Blues Band
76,467,experimental,Love Guns
"71,178","618,549",alternative rock,Love Spit Love
"1,729","7,349",,Love Tribe
"105,618","463,184",soul,Love Unlimited
"67,021","397,427",soul,Love Unlimited Orchestra
"518,991","7,851,308",indie Pop,lovelytheband
"14,881","79,032",,lovemyvictims
18,45,,LoveRance
"664,250","4,797,079",rock,Loverboy
"78,902","840,797",Rock and Roll,Low Cut Connie
10,228,,Low Down Brass Band
"8,527","30,886",chicago,LowDown Brass Band
"8,553","38,810",blues,Lowell Fulsom
"507,651","20,790,812",Hip-Hop,Loyle Carner
492,"3,724",,Loz Netto
"6,395","40,842",nsbm,Loza Alexander
"734,912","13,968,788",indie,LP
"611,968","14,383,972",shoegaze,LSD
"86,864","1,214,638",dubstep,LSDREAM
"78,433","468,714",RnB,LSG
"12,716","51,079",post-punk,LTD
"359,662","5,060,716",Drum and bass,LTJ Bukem
"52,976","240,392",Hip-Hop,L'Trimm
"101,622","898,580",guitar,Luca Fogale
"34,414","372,999",guitar,Luca Stricagnoli
"78,135","976,791",Pop,Lucas
"1,081","13,268",High School Musical,Lucas Grabeel
12,12,,Lucas Mazotti
"1,007","5,982",,Lucasta
"217,162","8,640,296",Alt-Country,Lucero
"407,955","17,550,498",reggae,Luciano
"576,477","8,323,453",newjazz,lucidbeatz
"4,005","26,913",Country,Lucille Starr
"19,198","255,146",alternative,Luck
"654,975","13,852,837",soul,Lucky Daye
"184,714","17,330,984",digicore,Lucy Bedroque
"973,569","54,593,509",indie,Lucy Dacus
"73,679","1,235,470",Pop,Lucy Hale
"78,032","471,349",folk,Lucy Kaplansky
"377,593","2,874,539",soul,Lucy Pearl
"2,548,597","30,186,147",Hip-Hop,Ludacris
292,"1,122",,Ludacris Co-Starring Chris Brown
38,165,,Ludacris Co-Starring Lil Wayne
400,"2,011",,Ludacris Co-Starring T-Pain
156,553,,"Ludacris, LL Cool J"
"1,929","19,686",canada,Ludovick Bourgeois
"554,551","15,262,560",Soundtrack,Ludwig Göransson
"2,653,919","54,646,910",Classical,Ludwig van Beethoven
"23,183","208,161",BANDA,"Luis Angel ""El Flaco"""
"448,462","3,260,481",Soundtrack,Luis Bacalov
462,"2,906",,Luis Cardenas
"1,305,494","14,984,313",latin,Luis Fonsi
2,8,,Luis R Conriquez x Neton Vega
"3,847","25,175",classic,Luka Sulic
"1,138,104","15,695,149",Pop,Lukas Graham
"141,256","1,378,333",french,Luke
"1,100,649","24,941,410",Country,Luke Bryan
"749,781","38,068,467",Country,Luke Combs
"40,090","325,169",,Luke Dean
"16,252","57,697",indie,Luke Rathborne
"57,768","362,901",blues,Luke Winslow-King
,,,L'Ultime Soirée Disco Chic
"276,662","1,718,386",60s,Lulu
109,303,,Lulu with The Dixie Flyers
"222,851","2,853,745",austrian,LUM!X
"294,955","1,629,007",RnB,Lumidee
2,16,,Luminare Christmas
"602,346","11,574,436",dream Pop,Luna
"1,773","4,652",Drum and bass,Lunar Funk
"8,567","197,519",,Lunasa
"3,223","29,166",,"Lunay, Daddy Yankee"
"349,852","2,247,348",Hip-Hop,LunchMoney Lewis
"736,735","4,723,330",Hip-Hop,Luniz
"2,865,768","71,775,550",Hip-Hop,Lupe Fiasco
"263,710","2,200,199",alternative,Luscious Jackson
"900,983","8,037,191",Punk Rock,Lustra
"52,843","235,890",soul,Luther Ingram
,,,Luther ReLives
"1,301,638","12,899,895",soul,Luther Vandross
98,454,,Luther Vandross with Gregory Hines
"98,029","627,214",Pop,Lutricia McNeal
"399,196","5,950,471",Drum and bass,Luude
"171,157","2,438,624",indie Pop,Luvcat
"62,743","569,108",dubstep,LV
"441,241","8,678,132",phonk,LXNGVX
"129,534","1,709,632",no wave,Lydia Lunch
"5,767","37,621",,Lydia von Hof
"289,392","2,157,715",RnB,Lyfe Jennings
"3,030,791","95,014,507",indie Pop,Lykke Li
"17,848","1,279,670",thai,LYKN
19,35,,Lyle Lovett
"9,722","34,900",Psychedelic Rock,Lyme
"260,455","1,222,793",funk,Lyn Collins
"205,104","2,470,615",Country,Lynn Anderson
"3,188,024","61,610,136",Southern Rock,Lynyrd Skynyrd
"3,738","34,162",,"Lyrical Lemonade, Juice WRLD"
78,266,,Lyrical Reign
141,"1,001",,Lysette
"413,280","4,642,394",french,M
1,1,,M + M
"320,485","2,631,999",Pop,M People
336,"1,644",,M.C. Brains
"1,517","5,817",,M.C. Breed
"27,581","128,732",,M.C. Hammer
"3,272,609","100,465,638",Electronic,M.I.A.
"36,714","753,591",thrash metal,M.O.D.
1,2,,M.V.P. (Most Valuable Playas)
"94,713","363,722",House,M/A/R/R/S
593,"5,011",freestyle,M:G
"313,047","5,788,889",Electronic,M|O|O|N
"204,684","2,813,203",Pop,M2M
"1,997","16,130",,M83.
"969,336","26,257,428",indie Pop,MØ
"1,775,555","96,125,199",rock,Måneskin
,,,Mélo Festival
"1,880,224","57,430,106",hard rock,Mötley Crüe
"2,739","9,962",,MAAHEZ
"43,032","1,204,880",hip hop,Maanu
"713,024","13,705,051",Pop,Mabel
"104,528","415,373",soul,Mable John
"1,103","4,275",,Mac
"62,859","360,337",Country,Mac Davis
"3,093,450","321,079,465",Lo-Fi,Mac DeMarco
"7,517","110,905",Country,Mac McAnally
"3,367,033","404,422,834",Hip-Hop,Mac Miller
"13,565","147,875",jewish,MacCabeats
"99,889","378,739",,Maceo
"42,464","374,479",industrial,Machine
"981,735","64,129,781",breakcore,Machine Girl
"1,318,531","71,408,805",Hip-Hop,Machine Gun Kelly
153,744,,Machine Gun Kelly X blackbear
772,"6,684",,Machine Gun Kelly x Camila Cabello
"10,171","63,952",Pop,"Machine Gun Kelly, X Ambassadors"
"262,311","1,550,198",Gangsta Rap,Mack 10
"2,330,390","47,716,651",Hip-Hop,Macklemore
"1,143,421","11,836,594",soul,Macy Gray
"77,804","387,376",dancehall,Mad Cobra
"26,470","158,012",reggae,Mad Lion
"224,747","10,974,058",hardcore,Madball
"1,136,931","12,035,852",Hip-Hop,Madcon
"183,230","2,650,807",Country,Maddie
"11,141","95,561",slamming brutal thrash satanic gore brutal guttural symphonic melodic pagan death metal,Maddox Batson
"19,427","153,712",dance,Maddy O'Neal
"673,808","10,296,327",hip hop,MadeinTYO
"989,505","15,606,237",jazz,Madeleine Peyroux
"15,399","94,249",soul,Madeline Bell
"126,476","1,326,374",Electronic,Madelline
"1,919","14,305",american,Madi Davis
"2,187","8,907",Pop,Madi Rindge
"323,147","8,297,937",post-hardcore,Madina Lake
"193,649","1,212,120",dutch,Madism
"232,290","1,480,204",House,Madison Avenue
"1,528,205","89,653,403",Pop,Madison Beer
"171,949","2,109,543",singer-songwriter,Madison Cunningham
303,"1,842",,Madison Ryan
"27,130","125,368",Disco,Madleen Kane
"1,289,759","24,178,486",ska,Madness
"5,397,632","345,145,788",Pop,Madonna
"17,665","176,352",italian,Madreblu
"12,347","81,730",indie,Mae Martin
"348,636","2,387,681",Pop,Mae Stephens
3,7,,Maejor Ali
"195,073","2,232,481",RnB,Maeta
820,"8,788",skacore,Mafia RPop
47,646,,Mag 7
"33,971","178,194",Italo Disco,Magazine 60
"1,329,804","100,098,123",SynthPop,Magdalena Bay
"9,956","50,362",,Maggie Andrew
"8,093","67,611",female vocalists,Maggie Bell
"757,267","25,784,285",Pop,Maggie Lindemann
"1,698","23,261",grindcore,Maggots
"314,534","4,303,141",funk,Magic City Hippies
"1,394","5,347",harmonica blues,Magic Dick
"1,501","7,118",bfr,Magic Lanterns
"118,979","1,136,016",indie,Magic Wands
"1,447,114","12,847,113",reggae,MAGIC!
1,1,,Magical Mystery Doors
"35,090","929,045",hardcore,Magnitude
"199,589","4,584,511",Alt-Country,Magnolia Electric Co.
"232,414","5,104,614",Pop Punk,Magnolia Park
86,194,,Magoo
"229,348","1,511,613",gospel,Mahalia Jackson
"3,088","17,896",Classical,Mahler Chamber Orchestra
57,580,,Mahrex
"28,591","144,966",female vocalists,Mai Tai
300,"1,719",,Maino
"2,771","4,845",,Maithili Raelle
"516,314","3,545,995",Power metal,Majestic
"23,938","267,806",Oi,Major Accident
"49,824","201,600",soul,Major Harris
"99,585","452,534",soul,Major Lance
"2,808,121","66,128,414",Electronic,Major Lazer
"296,605","3,445,526",,Makaveli
"120,941","1,044,954",Garage Rock,Makeout Reef
150,668,rock,Makuta
"948,892","50,869,081",alternative RnB,Malcolm Todd
"201,748","2,487,057",ambient,Malibu
"125,228","1,600,460",latin,Malo
"106,135","2,032,698",acoustic,Malukah
"945,366","29,168,739",Reggaeton,Maluma
11,46,,Maluma X Nego do Borel
"150,842","1,133,409",60s,Mama Cass
"35,521","296,563",,Mama Cass Elliot
260,"1,584",,Mama Cass With The Mamas
,,,Mamma Mania!
"37,850","406,967",Post-Metal,Mammoth
"123,922","2,179,792",Electronic,Mana
"815,221","18,699,407",rock,MANÁ
"1,457,238","45,358,352",indie rock,Manchester Orchestra
"35,119","175,337",,Mandrazo
"174,701","1,051,774",funk,Mandrill
"1,244,718","18,876,789",Pop,Mandy Moore
"29,300","415,656",Broadway,Mandy Patinkin
"5,692","93,414",Italy,Maneskin
"527,409","3,863,683",classic rock,Manfred Mann
"498,250","4,872,876",Progressive rock,Manfred Mann's Earth Band
,,,MANIA: The ABBA Tribute
73,186,,Manic Honey
"234,553","1,363,586",Rap,Mann
"308,055","4,131,725",christmas,Mannheim Steamroller
11,907,,Mannheim Steamroller Christmas
"86,471","528,491",Dirty South,Mannie Fresh
,,,Manny Kellem - His Orchestra
"203,276","3,583,001",Mike posner,mansionz
"21,707","154,207",easy listening,Mantovani
982,"3,092",,Mantronix
"1,957,689","60,297,826",reggae,Manu Chao
"250,773","1,679,251",afrobeat,Manu Dibango
"172,985","1,371,322",Pop,Manu Pilas
"486,782","9,059,312",Reggaeton,Manuel Turizo
"62,300","414,534",Pop,Many Voices Speak
96,284,salsa,Mar Caribe
"40,245","368,123",black metal,MARA
"10,794","123,457",jazz,Marbin
"40,710","156,222",,marble fade
"179,991","2,526,867",new wave,Marc Almond
"790,811","10,454,978",salsa,Marc Anthony
"285,158","2,659,504",soul,Marc Broussard
"391,140","3,338,818",singer-songwriter,Marc Cohn
128,"2,282",,Marc Dupre
3,7,,Marc E. Bassy
"2,146","12,249",male vocalists,Marc Hervieux
"4,673","52,697",RnB,Marc Nelson
"162,981","2,620,039",funk,Marc Rebillet
"235,618","3,245,376",Soundtrack,Marc Streitenfeld
"6,062","19,596",,MarchY
"190,966","1,233,388",reggae,Marcia Griffiths
"18,837","80,029",Pop,Marcie Blane
"353,512","11,244,868",Soundtrack,Marcin Przybyłowicz
"243,794","3,589,604",Soundtrack,Marco Beltrami
"2,295","5,203",,Marco Lume
"26,999","209,902",Pop,Marcos Hernandez
6,8,,Marcos Neiva
"37,541","1,282,711",gospel,Marcos Witt
"32,856","239,131",Smooth Jazz,Marcus Johnson
"298,216","4,397,452",jazz,Marcus Miller
321,"1,415",,Marcus Rezak
329,934,Pop,Marcy Joe
176,746,,Marcy Levy
"1,140,145","12,029,242",alternative rock,Marcy Playground
"49,017","602,030",black metal,MARE
"511,373","8,849,417",Country,Maren Morris
"1,068,091","22,591,451",darkwave,Mareux
"181,013","2,008,369",jazz,Margaret Whiting
"38,431","224,475",soul,Margie Joseph
"114,625","1,647,162",Country,Margo Price
88,493,Country,Maria Carrelli
"727,999","15,580,860",female vocalists,Maria Mena
"116,047","710,201",blues,Maria Muldaur
"67,011","644,805",dream Pop,Maria Somerville
"17,412","75,427",Pop,Maria Vidal
"79,071","1,526,503",mariachi,Mariachi El Bronx
937,"10,204",mariachi,Mariachi Herencia De Mexico
"83,010","591,078",mariachi,Mariachi Vargas de Tecalitlán
"4,875,758","241,922,180",Pop,Mariah Carey
,,,Mariah the Scientist&Kali Uchis
"463,548","5,420,795",Electronic,Marian Hill
"325,651","16,530,561",Pop Punk,Marianas Trench
"506,647","6,320,778",female vocalists,Marianne Faithfull
"619,859","14,205,428",Electronic,Maribou State
172,350,,Marie
185,"3,080",,Marie Elaine Thibert
"19,167","151,628",Country,Marie Osmond
"656,583","24,916,855",Progressive rock,Marillion
"3,118,095","193,561,577",industrial,Marilyn Manson
"12,670","82,505",Pop,Marilyn Martin
"1,125","10,046",jazz,Marilyn Maye
673,"4,197",,Marilyn McCoo
"9,920","81,563",jazz,Marilyn Scott
208,843,,Marilyn Sellars
"2,111,331","169,014,548",Pop,MARINA
"89,285","3,985,293",Pop,Marina Satti
"1,740,725","15,978,130",RnB,Mario
"157,937","1,128,279",RnB,Mario Vazquez
"1,763","13,089",,Mario Winans
114,405,,Marion McPherson
"1,066","2,774",,Marion Worth
,,,Mariposa Folk Festival
"92,981","1,258,471",marisela,Marisela
"6,723","65,093",rock,Marjo
"540,912","5,392,159",indie,Mark Ambor
"209,271","1,840,635",Country,Mark Chesnutt
"33,735","113,288",Pop,Mark Dinning
"161,120","1,570,740",House,Mark Farina
"3,737","28,314",rock,Mark Farner
590,"2,048",cdbaby,Mark Gutierrez
"2,484","7,154",House,Mark II
63,126,,Mark Lettieri Group
"28,526","166,307",Pop,Mark Lindsay
"247,359","4,222,061",Soundtrack,Mark Mancina
"4,123","44,195",modern Country,Mark McGuinn
"781,166","5,906,587",RnB,Mark Morrison
"342,226","5,192,373",Soundtrack,Mark Mothersbaugh
"41,720","299,168",bluegrass,Mark O'Connor
463,"2,800",Canadian,Mark Oliver
"2,961,596","48,490,904",funk,Mark Ronson
"5,715","135,464",,Mark Tremonti
662,"2,130",,Mark Valentino
"181,199","1,274,517",Country,Mark Wills
"16,446","102,416",jazz,Mark-Almond
"7,608","55,604",,Mar-Keys
"375,248","5,210,885",Trance,Markus Schulz
"20,375","109,391",,Marky Mark
"535,614","3,793,485",soul,Marlena Shaw
"52,571","297,190",reggae,Marlon Asher
"4,984","11,488",indie rock,Marlon Magnée
172,504,jazz,Marlowe Morris Quintet
"135,137","813,837",60s,Marmalade
"6,426,154","271,538,457",Pop Rock,Maroon 5
"526,476","3,612,669",RnB,Marques Houston
"146,128","1,244,144",soul,Marsha Ambrosius
"89,397","1,007,938",power Pop,Marshall Crenshaw
"37,091","143,327",Pop,Marshall Hain
"2,455,504","65,051,228",Electronic,Marshmello
"1,304","10,226",,Marshmello X Jonas Brothers
"1,327","8,195",Hip-Hop,"Marshmello, Tyga"
"11,765","76,449",deep house,MARSTEREON
"75,229","473,262",,Martha
2,5,,Martha Burks
"3,969","21,651",Pop,Martha Davis
"806,064","5,867,097",soul,Martha Reeves
"22,712","148,689",dance,Martha Wash
"314,213","2,036,078",Pop,Martika
"9,615","49,017",rock,Martin Briley
441,"1,615",,Martin Denny
"1,999,736","49,240,577",House,Martin Garrix
20,188,,Martin Garrix x Troye Sivan
"23,055","144,718",irish,Martin Hayes
96,"2,561",,Martin Levac
19,21,,Martin Mull
"225,337","6,056,839",Soundtrack,Martin O'Donnell
"16,637","154,254",singer-songwriter,Martin Page
"94,151","1,079,593",singer-songwriter,Martin Sexton
"139,153","1,167,444",House,Martin Solveig
"568,412","5,976,714",Country,Martina McBride
39,181,,Martina McBride With Jim Brickman
"38,870","215,464",classic rock,Marty Balin
"809,953","15,561,871",Country,Marty Robbins
"78,432","528,513",Country,Marty Stuart
"51,250","264,107",Rock and Roll,Marty Wilde
"53,043","216,632",soul,Marv Johnson
"84,952","424,961",funk,Marva Whitney
"3,605,373","84,138,023",soul,Marvin Gaye
,,,"Marvin Hamlisch/""The Sting"""
"19,169","90,446",rockabilly,Marvin Rainwater
"111,494","1,380,068",gospel,Marvin Sapp
"108,602","387,173",marvin winans,Marvin Winans
"18,750","1,650,215",egypt,Marwan Moussa
"1,928","6,564",rhythm and blues,Mary Ann Fisher
"257,133","3,130,222",Country,Mary Chapin Carpenter
"126,386","1,215,560",singer-songwriter,Mary Gauthier
"117,232","945,113",folk,Mary Hopkin
"2,309,249","33,652,250",RnB,Mary J. Blige
"268,424","1,577,396",funk,Mary Jane Girls
18,52,,Mary Kay Place As Loretta Haggers
"126,044","1,147,307",acoustic,Mary Lambert
"175,466","2,028,354",ambient,Mary Lattimore
"32,727","170,533",female vocalists,Mary Macgregor
"309,584","2,693,131",gospel,Mary Mary
"9,121","45,050",folk,Mary Travers
"496,976","2,687,455",soul,Mary Wells
"55,196","1,771,142",Soundtrack,Masaru Yokoyama
"581,027","20,464,444",,Masayoshi Takanaka
"581,358","4,126,092",Rap,Mase
"1,006,902","19,599,276",jazz,Masego
"6,982","49,874",psychedelic,Mashmakhan
"67,164","2,555,223",lebanese,Mashrou' Leila
"645,295","6,879,377",Hip-Hop,Masked Wolf
"181,300","1,652,149",Country,Mason Ramsey
"134,760","757,739",classic rock,Mason Williams
"35,606","151,036",funk,Mass Production
"58,510","502,115",,Masta Ace Incorporated
"241,285","1,761,138",Rap,Master P
1,1,,Masters of the Mic
"842,527","14,409,550",singer-songwriter,Mat Kearney
"137,344","3,353,785",acoustic,Mat Kerekes
"161,700","2,986,887",,matchbox 20
"232,164","2,545,615",G-house,Matroda
"630,192","8,380,285",,Matt
"29,180","271,695",blues,Matt Andersen
"187,136","2,949,117",singer-songwriter,Matt Berninger
"151,091","1,047,555",jazz,Matt Dusk
"8,938","90,814",Pop,Matt Goss
,,,Matt Kelley
"4,407","40,506",Country,Matt Lang
"7,894","58,180",indie,Matt Lucas
"608,831","13,257,514",indie rock,Matt Maeson
"27,428","217,103",rock,Matt McAndrew
"266,722","1,806,752",oldies,Matt Monro
"973,355","15,259,944",singer-songwriter,Matt Nathanson
"32,412","697,307",acoustic,Matt Pryor
"19,581","190,228",blues,Matt Schofield
"47,957","505,480",indie,Matt Stell
"1,596","10,734",dutch,Matt Stone
"20,017","130,452",Italy,Matteo Bocelli
"16,208","124,403",Fusion,Matteo Mancuso
"75,099","888,610",indie,Matthew Ifield
"1,883","6,028",folk,Matthew McNeal
"113,614","948,810",glee,Matthew Morrison
"8,313","71,043",the voice,Matthew Schuler
"313,275","3,721,223",power Pop,Matthew Sweet
"210,854","2,982,560",christian,Matthew West
"654,507","4,782,614",Pop,Matthew Wilder
"47,466","247,041",classic rock,Matthews' Southern Comfort
"403,499","51,725,429",tRap,Matuê
"309,875","3,534,203",House,Mau P
"1,900","7,588",female vocalists,Maureen Gray
"38,265","197,280",Pop,Maureen McGovern
178,"2,423",,Maureen Steele
"4,078","11,442",trumpet,Maurice Mobetta Brown
"11,368","74,473",soul,Maurice White
"178,204","846,522",60s,Maurice Williams
15,33,,Mauricio Maia
"258,181","2,222,155",soul,Mavis Staples
"11,641","37,035",,mavzy grx
7,55,,MAX
"189,006","2,512,409",Rap,Max B
"71,281","652,371",,Max Dean
"1,876","7,843",,Max Frost
"144,415","1,747,960",Country,Max McNown
"103,569","761,164",EDM,Max Styler
"19,736","72,672",rock,Max Werner
"14,004","82,489",dance,Max-A-Million
"248,487","1,460,928",reggae,Maxi Priest
"38,251","204,875",violin,Maxim Vengerov
