artist_name,year,num_events,avg_ticket_price,unique_venues,unique_cities
Three Dog Night,2025.0,3,29.304999999999996,3,3
Thunderstruck,2025.0,1,36.1,1,1
Tierney Sutton,2025.0,2,51.85,1,1
Tim McGraw,2025.0,4,17.19,1,1
Tito Nieves,2025.0,1,37.2775,1,1
Toadies,2025.0,1,22.85,1,1
Todd Terje,2025.0,1,34.95,1,1
Tom & Collins,2025.0,1,12.45,1,1
Tom Petty & The Heartbreakers,2025.0,1,23.76,1,1
Tommy Emmanuel,2025.0,3,77.74166666666666,3,3
Tommy Womack,2025.0,1,17.45,1,1
Tony Hall,2025.0,1,27.98,1,1
Too $hort,2025.0,1,35.980000000000004,1,1
Too Many Zooz,2025.0,3,22.798333333333336,3,3
Toosii,2025.0,1,35.980000000000004,1,1
Topic,2025.0,1,24.95,1,1
Toubab Krewe,2025.0,1,23.76,1,1
Tower of Power,2025.0,1,25.52,1,1
Tracy Byrd,2025.0,1,17.19,1,1
Tracy Lawrence,2025.0,1,17.19,1,1
Trans-Siberian Orchestra,2025.0,39,29.884743589743586,23,22
Trap Karaoke,2025.0,6,35.980000000000004,5,5
Trapped Under Ice,2025.0,1,27.51,1,1
Treaty Oak Revival,2025.0,2,17.19,2,2
Tree,2025.0,1,0.0,1,1
Tripp St.,2025.0,1,19.545,1,1
Trisha Paytas,2025.0,1,31.64,1,1
Trisha Yearwood,2025.0,4,17.19,4,4
Trivium,2025.0,7,29.305,7,7
Trombone Shorty,2025.0,1,31.02,1,1
Turnpike Troubadours,2025.0,2,17.19,2,2
Twista,2025.0,1,35.980000000000004,1,1
TyFontaine,2025.0,1,19.545,1,1
Tyler Ballgame,2025.0,1,37.75,1,1
Tyler Hilton,2025.0,2,36.7375,2,2
UMI,2025.0,1,53.665,1,1
Umphrey's McGee,2025.0,1,29.305,1,1
Uncle Kracker,2025.0,1,31.64,1,1
Under The Streetlamp,2025.0,1,29.305,1,1
Underground Springhouse,2025.0,1,29.305,1,1
Universal Temple of the Arts Staten Island JAZZ Festival,2025.0,1,,1,1
Unknown,2025.0,1015,30.20508040201005,206,113
Unknown Mortal Orchestra,2025.0,1,29.305,1,1
Unplugged (MTV Unplugged Tribute Band),2025.0,1,29.305,1,1
Unter Null,2025.0,2,20.22,2,2
Uptown Jazz Orchestra,2025.0,2,52.6,1,1
Urban Strings,2025.0,1,35.980000000000004,1,1
VCTMS,2025.0,1,49.93,1,1
Vanessa Collier,2025.0,2,25.52,1,1
Vanna,2025.0,1,27.51,1,1
Vctre,2025.0,1,31.64,1,1
Vedo,2025.0,2,53.665,2,2
Versa,2025.0,2,28.2675,2,1
Vic Mensa,2025.0,1,47.61,1,1
Vienna Boys' Choir,2025.0,2,40.61,2,2
Vienna Light Orchestra,2025.0,5,40.61,3,3
Vince Giordano,2025.0,16,19.545,1,1
Vince Giordano and the Nighthawks,2025.0,16,35.335,1,1
Vinnie Caruana,2025.0,1,58.34,1,1
Voz De Mando,2025.0,1,164.03,1,1
WAR,2025.0,1,53.665,1,1
Waiting On Mongo,2025.0,1,53.665,1,1
Wang Chung,2025.0,1,59.495,1,1
War of Ages,2025.0,1,27.77,1,1
Warrant,2025.0,1,27.51,1,1
Washington Chorus,2025.0,3,40.61,1,1
Waterparks,2025.0,4,26.865000000000002,4,4
Wax,2025.0,1,35.980000000000004,1,1
Waylan St. Palan & The Magic Elves,2025.0,1,,1,1
Wayne Linsey,2025.0,1,41.05,1,1
Wayne Newton,2025.0,6,31.64,1,1
Wayne Toups,2025.0,1,25.52,1,1
Weedeater,2025.0,1,22.85,1,1
Western Standard Time Ska Orchestra,2025.0,1,19.545,1,1
Westside Cowboy,2025.0,1,24.65,1,1
Wet Leg,2025.0,2,24.425,2,2
Wheelhouse,2025.0,1,17.19,1,1
Whiskey Myers,2025.0,4,17.19,4,4
White Ford Bronco,2025.0,1,,1,1
White Tie Rock Ensemble,2025.0,1,,1,1
Whitechapel,2025.0,4,32.11625,4,4
Who's Bad,2025.0,1,,1,1
Whores,2025.0,1,27.51,1,1
Widespread Panic,2025.0,4,27.4125,2,1
Wild Party,2025.0,1,29.305,1,1
Will Downing,2025.0,2,53.665,1,1
William Beckmann,2025.0,1,19.545,1,1
Willie Colon,2025.0,1,,1,1
Willie Nile,2025.0,1,45.17,1,1
Winyah,2025.0,3,29.304999999999996,3,2
Wooli,2025.0,1,31.64,1,1
Wyldebunch,2025.0,1,35.980000000000004,1,1
Wynne,2025.0,1,35.980000000000004,1,1
Wynonna Judd,2025.0,1,17.19,1,1
Xavi,2025.0,3,,3,3
Xavier Omar,2025.0,3,42.291666666666664,3,3
Xaviersobased,2025.0,2,35.980000000000004,2,2
Yacht Rock Revue,2025.0,1,29.305,1,1
Yan Block,2025.0,2,35.980000000000004,1,1
Yandel,2025.0,2,,2,2
Yarn,2025.0,2,18.3675,2,1
Yellow Dubmarine,2025.0,1,19.545,1,1
Yo La Tengo,2025.0,10,29.305,2,2
Yotto,2025.0,2,49.2475,2,2
Young Culture,2025.0,4,26.865000000000002,4,4
Young Thug,2025.0,1,35.980000000000004,1,1
Yule Dogs,2025.0,1,29.305,1,1
Yuri,2025.0,1,31.64,1,1
ZOSO,2025.0,1,29.305,1,1
Zack Fox,2025.0,2,35.980000000000004,2,2
Zakk Sabbath,2025.0,3,19.545,3,3
Zaytoven,2025.0,1,35.980000000000004,1,1
Zedd,2025.0,3,24.895,2,2
Zeds Dead,2025.0,2,31.64,1,1
Zepparella,2025.0,1,29.305,1,1
Zoso The Ultimate Led Zeppelin Experience,2025.0,1,29.305,1,1
bricktoyaface,2025.0,1,19.545,1,1
chokecherry,2025.0,1,29.305,1,1
for KING & COUNTRY,2025.0,3,27.608333333333334,2,2
gavn!,2025.0,1,31.64,1,1
harf.,2025.0,1,0.13,1,1
honestav,2025.0,1,35.980000000000004,1,1
it's murph,2025.0,1,24.895,1,1
keiyaA,2025.0,1,26.71,1,1
last fair deal,2025.0,1,29.305,1,1
mgk,2025.0,3,29.304999999999996,3,3
moe.,2025.0,1,29.305,1,1
out of order,2025.0,1,29.305,1,1
shallou,2025.0,1,19.545,1,1
they are gutting a body of water,2025.0,1,29.305,1,1
veggi,2025.0,1,19.95,1,1
